route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,route_direction,trip_note,bikes_allowed
"14-260-6-sj2-1","TA+4x+5","2448401","14-260-6-sj2-1.2.H","Bella Vista Station","0","","2","Baulkham Hills HS to Bella Vista Station","",""
"14-260-6-sj2-1","TA+7j000#1+5","2448555","14-260-6-sj2-1.1.H","Baulkham Hills","0","","2","Baulkham Hills HS to Bella Vista Station","",""
"26-200-0-sj2-1","TA+R52+8","2187999","26-200-0-sj2-1.1.R","Green Pt Christian College","1","","2","Melville St near Cullens Rd to Green Point College","",""
"26-200-1-sj2-1","TA+R52+8","2449403","26-200-1-sj2-1.1.R","Cc Adventist","1","","2","Springs Rd after George Downes Dr to to Central Coast Adventist","",""
"26-200-2-sj2-1","TA+R52+8","2186419","26-200-2-sj2-1.1.R","Umina PS","1","","2","Ettalong Memorial Club to Umina PS","",""
"26-200-3-sj2-1","TA+R52+8","2187473","26-200-3-sj2-1.1.R","Star Of The Sea PS","1","","2","Karalta Rd to Star of the Sea PS","",""
"26-200-4-sj2-1","TA+R52+8","2187629","26-200-4-sj2-1.1.R","Gosford Stn","1","","2","Cape Three Points Rd to Gosford Station via Erina","",""
"26-200-5-sj2-1","TA+R52+8","2186435","26-200-5-sj2-1.1.R","Erina HS","1","","2","110 Avoca Dr to Erina HS","",""
"26-200-6-sj2-1","TA+R52+8","2413984","26-200-6-sj2-1.1.R","St Philips Christian","1","","2","George Downes Dr at Walkers Ridge Rd to St Philips College","",""
"26-200-7-sj2-1","TA+R52+8","2186709","26-200-7-sj2-1.1.R","St Patricks","1","","2","Bradleys Rd after Scenic Hwy to St Patricks PS","",""
"26-200-8-sj2-1","TA+R52+8","2387414","26-200-8-sj2-1.1.R","Narara Valley HS","1","","2","Wyoming PS to Narara Valley HS","",""
"26-200-9-sj2-1","TA+R52+8","2186336","26-200-9-sj2-1.1.R","Ettalong PS","1","","2","Umina PS to Ettalong PS","",""
"26-201-0-sj2-1","TA+R52+8","2414068","26-201-0-sj2-1.1.R","Henry Kendall HS Racecourse Rd","1","","2","Mt White to Henry Kendall HS","",""
"26-201-1-sj2-1","TA+R52+8","2187392","26-201-1-sj2-1.1.R","Pt Clare PS","1","","2","Woy Woy Station to Point Clare PS","",""
"26-201-2-sj2-1","TA+R52+8","2186432","26-201-2-sj2-1.1.R","Ettalong Beach","1","","2","West St to Ettalong Memorial Club","",""
"26-201-3-sj2-1","TA+R52+8","2186165","26-201-3-sj2-1.1.R","Somersby PS","1","","2","Kariong Mountains HS to Somersby PS","",""
"26-201-4-sj2-1","TA+R52+8","2187338","26-201-4-sj2-1.1.R","Kariong Mountains HS","1","","2","Curringa Rd after Arunta Av to Kariong Mountains HS","",""
"26-201-5-sj2-1","TA+R52+8","2186560","26-201-5-sj2-1.1.R","Narara Valley HS","1","","2","Robert St near Orange Pde to Narara Valley HS","",""
"26-201-6-sj2-1","TA+R52+8","2187733","26-201-6-sj2-1.1.R","Ettalong Beach","1","","2","West St to Ettalong Memorial Club","",""
"26-201-7-sj2-1","TA+R52+8","2387431","26-201-7-sj2-1.1.R","Narara Valley HS","1","","2","Warrawilla Rd near Rain Forest Rd to Narara Valley HS","",""
"26-201-8-sj2-1","TA+R52+8","2186311","26-201-8-sj2-1.1.R","Holy Cross Primary","1","","2","Copacabana Dr to Holy Cross PS via Cullens Rd","",""
"26-201-9-sj2-1","TA+R52+8","2187915","26-201-9-sj2-1.1.R","Kariong Mountains HS","1","","2","Wisemans Ferry Rd Opp Berecry Rd to Kariong Mountains HS","",""
"26-202-0-sj2-1","TA+R52+8","2186961","26-202-0-sj2-1.1.R","Avoca PS","1","","2","Ridgeway Rd to Avoca Beach PS via The Round Dr","",""
"26-202-1-sj2-1","TA+R52+8","2413685","26-202-1-sj2-1.1.R","Narara Valley HS","1","","2","Curringa Rd after Arunta Av to Narara Valley HS","",""
"26-202-2-sj2-1","TA+R52+8","2187790","26-202-2-sj2-1.1.R","Narara Valley HS","1","","2","Alan St to Narara Valley HS","",""
"26-202-3-sj2-1","TA+R52+8","2295480","26-202-3-sj2-1.1.R","Narara Valley HS","1","","2","Pacific Hwy near Berrys Head Rd to Narara Valley HS","",""
"26-202-4-sj2-1","TA+R52+8","2187237","26-202-4-sj2-1.1.R","Narara Valley HS","1","","2","Turpentine St at Diosma St to Narara Valley HS","",""
"26-202-5-sj2-1","TA+R52+8","2187864","26-202-5-sj2-1.1.R","St Patricks","1","","2","Cape Three Points Rd to St Patricks PS","",""
"26-202-6-sj2-1","TA+R52+8","2187415","26-202-6-sj2-1.1.R","Umina PS","1","","2","Castle Cct to Umina PS","",""
"26-202-7-sj2-1","TA+R52+8","2187058","26-202-7-sj2-1.1.R","Woy Woy PS","1","","2","St John the Baptist PS to Woy Woy PS","",""
"26-202-8-sj2-1","TA+R52+8","2186320","26-202-8-sj2-1.1.R","St John The Baptist PS","1","","2","Woy Woy Station to St John the Baptist PS","",""
"26-202-9-sj2-1","TA+R52+8","2449398","26-202-9-sj2-1.1.R","Terrigal PS","1","","2","Cape Three Points Rd to Terrigal PS","",""
"26-203-0-sj2-1","TA+R52+8","2186931","26-203-0-sj2-1.1.R","Woy Woy Sth PS","1","","2","Castle Cct to Woy Woy South PS","",""
"26-203-1-sj2-1","TA+R52+8","2188222","26-203-1-sj2-1.1.R","St Patricks","1","","2","Erina HS to St Patricks PS","",""
"26-203-2-sj2-1","TA+R52+8","2186998","26-203-2-sj2-1.1.R","St John The Baptist PS","1","","2","Empire Bay Dr after The Scenic Rd to St John the Baptist PS","",""
"26-203-3-sj2-1","TA+R52+8","2186115","26-203-3-sj2-1.1.R","St Josephs St Edwards","1","","2","Melville Rd to St Edwards & St Josephs College","",""
"26-203-4-sj2-1","TA+R52+8","2413908","26-203-4-sj2-1.1.R","Henry Kendall HS","1","","2","Curringa Rd After Arunta Av to Henry Kendall HS","",""
"26-203-5-sj2-1","TA+R52+8","2187671","26-203-5-sj2-1.1.R","St Patricks","1","","2","Davistown Rd to St Patricks PS via Steyne Rd","",""
"26-203-6-sj2-1","TA+R52+8","2187323","26-203-6-sj2-1.1.R","St Patricks","1","","2","St Huberts Island to St Patricks PS","",""
"26-203-7-sj2-1","TA+R52+8","2387439","26-203-7-sj2-1.1.R","St Patricks","1","","2","Wyoming Shops to St Patricks PS","",""
"26-203-8-sj2-1","TA+R52+8","2306360","26-203-8-sj2-1.1.R","Gosford PS","1","","2","Lisarow Shops to Gosford PS","",""
"26-203-9-sj2-1","TA+R52+8","2187436","26-203-9-sj2-1.1.R","Cc Grammar","1","","2","Kincumber PS to Central Coast Grammar School","",""
"26-204-0-sj2-1","TA+R52+8","2449413","26-204-0-sj2-1.1.R","Cc Grammar","1","","2","Bradleys Rd to Central Coast Grammar School","",""
"26-204-1-sj2-1","TA+R52+8","2187419","26-204-1-sj2-1.1.R","St Patricks","1","","2","Hanlan St near Carrington St to St Patricks PS","",""
"26-204-2-sj2-1","TA+R52+8","2295399","26-204-2-sj2-1.1.R","Gosford PS","1","","2","Gosford Station to Gosford PS","",""
"26-204-3-sj2-1","TA+R52+8","2187090","26-204-3-sj2-1.1.R","Terrigal PS","1","","2","CC Hwy after Kirby Rd to Terrigal PS","",""
"26-204-4-sj2-1","TA+R52+8","2187822","26-204-4-sj2-1.1.R","Green Pt Christian College","1","","2","Jirramba Av to Green Point College","",""
"26-204-5-sj2-1","TA+R52+8","2295382","26-204-5-sj2-1.1.R","St Philips Christian","1","","2","Imperial Centre to St Philips College","",""
"26-204-6-sj2-1","TA+R52+8","2188011","26-204-6-sj2-1.1.R","Holy Cross Primary","1","","2","Jirramba Av to Holy Cross PS","",""
"26-204-7-sj2-1","TA+R52+8","2187211","26-204-7-sj2-1.1.R","Holy Cross Primary","1","","2","James Sea Dr near Wagtail Pl to Kincumber HS","",""
"26-204-8-sj2-1","TA+R52+8","2186469","26-204-8-sj2-1.1.R","Cc Grammar","1","","2","Woy Woy Station to Central Coast Grammar School","",""
"26-204-9-sj2-1","TA+R52+8","2295463","26-204-9-sj2-1.1.R","Ourimbah PS Dog Trap","1","","2","Niagara Park PS to Ourimbah PS","",""
"26-205-0-sj2-1","TA+R52+8","2414121","26-205-0-sj2-1.1.R","Pt Clare PS","1","","2","Gosford Station to Point Clare PS","",""
"26-205-1-sj2-1","TA+R52+8","2187089","26-205-1-sj2-1.1.R","Niagara Park PS","1","","2","Manns Rd at Adam St to Niagara Park PS","",""
"26-205-2-sj2-1","TA+R52+8","2187696","26-205-2-sj2-1.1.R","Green Pt Christian College","1","","2","Kincumber PS to Green Point College","",""
"26-205-3-sj2-1","TA+R52+8","2187592","26-205-3-sj2-1.1.R","Kincumber HS","1","","2","Jirramba Av to Kincumber HS","",""
"26-205-4-sj2-1","TA+R52+8","2413982","26-205-4-sj2-1.1.R","St Philips Christian","1","","2","Woy Woy Station to St Philips College","",""
"26-205-5-sj2-1","TA+R52+8","2188175","26-205-5-sj2-1.1.R","Erina HS","1","","2","Davistown Rd after High St to Erina HS","",""
"26-205-6-sj2-1","TA+R52+8","2188185","26-205-6-sj2-1.1.R","St John The Baptist PS","1","","2","Ettalong Memorial Club to St John the Baptist PS","",""
"26-205-7-sj2-1","TA+R52+8","2186255","26-205-7-sj2-1.1.R","Holy Cross Primary","1","","2","Copacabana Dr to Holy Cross PS via Avoca Beach","",""
"26-205-8-sj2-1","TA+R52+8","2187653","26-205-8-sj2-1.1.R","Kincumber HS","1","","2","Chico St to Kincumber HS","",""
"26-205-9-sj2-1","TA+R52+8","2306040","26-205-9-sj2-1.1.R","Niagara Park PS","1","","2","Carrington St after Manns Rd to Niagara Park PS","",""
"26-206-0-sj2-1","TA+R52+8","2187728","26-206-0-sj2-1.1.R","Green Pt Christian College","1","","2","Woy Woy Station to Green Point College","",""
"26-206-1-sj2-1","TA+R52+8","2305765","26-206-1-sj2-1.1.R","St John The Baptist PS","1","","2","Woy Woy Station to St John the Baptist PS","",""
"26-206-2-sj2-1","TA+R52+8","2186717","26-206-2-sj2-1.1.R","Kincumber HS","1","","2","Melville Rd to Kincumber HS","",""
"26-206-3-sj2-1","TA+R52+8","2295365","26-206-3-sj2-1.1.R","Niagara Park PS","1","","2","Lisarow HS to Niagara Park PS","",""
"26-206-4-sj2-1","TA+R52+8","2187534","26-206-4-sj2-1.1.R","Kincumber HS","1","","2","St Huberts Island to Kincumber HS","",""
"26-206-5-sj2-1","TA+R52+8","2186528","26-206-5-sj2-1.1.R","Avoca PS","1","","2","Oberton St near School St to Avoca PS","",""
"26-206-6-sj2-1","TA+R52+8","2188209","26-206-6-sj2-1.1.R","St Josephs St Edwards","1","","2","Kildare St to St Edwards & St Josephs College","",""
"26-206-7-sj2-1","TA+R52+8","2188207","26-206-7-sj2-1.1.R","Brisbania PS","1","","2","110 Avoca Dr to Brisbania PS","",""
"26-206-8-sj2-1","TA+R52+8","2187739","26-206-8-sj2-1.1.H","Kincumber","0","","2","Cape Three Points Rd to Kincumber HS","",""
"26-206-9-sj2-1","TA+R52+8","2387409","26-206-9-sj2-1.1.R","Wyoming PS","1","","2","Bellbowrie Av to Wyoming PS","",""
"26-207-0-sj2-1","TA+R52+8","2414034","26-207-0-sj2-1.1.R","St Patricks","1","","2","Wisemans Ferry Rd at Berecry Rd to St Patricks PS","",""
"26-207-1-sj2-1","TA+R52+8","2387401","26-207-1-sj2-1.1.R","Wyoming PS","1","","2","Lisarow Shops to Wyoming PS","",""
"26-207-2-sj2-1","TA+R52+8","2187791","26-207-2-sj2-1.1.R","Kincumber HS","1","","2","The Round Dr at Ridgeway Rd to Kincumber HS","",""
"26-207-3-sj2-1","TA+R52+8","2186816","26-207-3-sj2-1.1.R","Erina HS","1","","2","Saratoga Shops to Erina HS","",""
"26-207-4-sj2-1","TA+R52+8","2413674","26-207-4-sj2-1.1.R","St Josephs St Edwards","1","","2","Curringa Rd After Arunta Av to Edwards & St Josephs College","",""
"26-207-5-sj2-1","TA+R52+8","2449411","26-207-5-sj2-1.1.R","Lisarow HS","1","","2","Ourimbah Creek Rd to Lisarow HS","",""
"26-207-6-sj2-1","TA+R52+8","2186770","26-207-6-sj2-1.1.R","Umina PS","1","","2","Woy Woy Station to Umina PS","",""
"26-207-7-sj2-1","TA+R52+8","2187748","26-207-7-sj2-1.1.R","Kincumber HS","1","","2","Del Monte Pl at Pampas Av to Kincumber HS","",""
"26-207-8-sj2-1","TA+R52+8","2387404","26-207-8-sj2-1.1.R","Valley View PS","1","","2","Coachwood Dr near Tallowood Cr to Valley View PS","",""
"26-207-9-sj2-1","TA+R52+8","2187471","26-207-9-sj2-1.1.R","Bwc Umina","1","","2","Woy Woy Station to Brisbane Waters College, Umina","",""
"26-208-0-sj2-1","TA+R52+8","2186197","26-208-0-sj2-1.1.R","Wagstaffe PO","1","","2","Empire Bay PS to Pretty Beach PS","",""
"26-208-1-sj2-1","TA+R52+8","2187500","26-208-1-sj2-1.1.R","Gosford Stn","1","","2","Chico St to Gosford Station","",""
"26-208-2-sj2-1","TA+R52+8","2413910","26-208-2-sj2-1.1.R","International Football School","1","","2","Gosford Station to International Football School","",""
"26-208-3-sj2-1","TA+R52+8","2413702","26-208-3-sj2-1.1.R","International Football School","1","","2","Gosford Station to International Football School","",""
"26-208-4-sj2-1","TA+R52+8","2187098","26-208-4-sj2-1.1.R","Green Pt Shops Aldi","1","","2","Wagstaffe PO to Green Point Shops","",""
"26-208-5-sj2-1","TA+R52+8","2295396","26-208-5-sj2-1.1.R","Lisarow HS","1","","2","Lisarow Station to Lisarow HS via Fagans Rd","",""
"26-208-6-sj2-1","TA+R52+8","2188224","26-208-6-sj2-1.1.R","Lisarow PS Fagans Rd","1","","2","Narara PS to Lisarow PS via Fagans Rd","",""
"26-208-7-sj2-1","TA+R52+8","2186424","26-208-7-sj2-1.1.R","Bwc Woy Woy","1","","2","Castle Cct to Brisbane Waters College, Woy Woy","",""
"26-208-8-sj2-1","TA+R52+8","2187383","26-208-8-sj2-1.1.R","Bwc Umina","1","","2","Orange Grove Rd to Brisbane Waters College, Umina","",""
"26-208-9-sj2-1","TA+R52+8","2186475","26-208-9-sj2-1.1.R","Bwc Woy Woy","1","","2","Umina PS to St Edwards & St Josephs College","",""
"26-209-0-sj2-1","TA+R52+8","2187983","26-209-0-sj2-1.1.R","Erina Heights PS Cc Hwy","1","","2","Terrigal PS to Erina Heights PS","",""
"26-209-1-sj2-1","TA+R52+8","2387402","26-209-1-sj2-1.1.R","Lisarow HS","1","","2","Our Lady Of The Rosary School to Lisarow HS","",""
"26-209-2-sj2-1","TA+R52+8","2449409","26-209-2-sj2-1.1.R","Wyoming","1","","2","St Philips College to Chamberlain Rd near Giselle Av","",""
"26-209-3-sj2-1","TA+R52+8","2449408","26-209-3-sj2-1.1.R","Copacabana PS","1","","2","Kincumber PS to Copacabana PS","",""
"26-209-4-sj2-1","TA+R52+8","2413916","26-209-4-sj2-1.1.R","St Patricks","1","","2","Koolewong Station to St Patricks PS","",""
"26-209-5-sj2-1","TA+R52+8","2188129","26-209-5-sj2-1.1.R","Empire Bay PS","1","","2","Woy Woy Station to Empire Bay PS","",""
"26-209-6-sj2-1","TA+R52+8","2186275","26-209-6-sj2-1.1.R","Narara PS","1","","2","Maliwa Rd to Narara PS","",""
"26-209-7-sj2-1","TA+R52+8","2449414","26-209-7-sj2-1.1.R","St Josephs St Edwards","1","","2","Umina PS to St Edwards & St Josephs College","",""
"26-209-8-sj2-1","TA+R52+8","2186123","26-209-8-sj2-1.1.R","Bwc Woy Woy","1","","2","Kincumber PS to Brisbane Waters College, Woy Woy","",""
"26-209-9-sj2-1","TA+R52+8","2305797","26-209-9-sj2-1.1.R","Lisarow HS","1","","2","Chamberlain Rd near Giselle Av to Lisarow HS","",""
"26-210-0-sj2-1","TA+R52+8","2186821","26-210-0-sj2-1.1.R","Gosford HS","1","","2","Gosford HS to Gosford Station","",""
"26-210-1-sj2-1","TA+R52+8","2186825","26-210-1-sj2-1.1.R","Lisarow HS","1","","2","Allan St op Dior Cl to Lisarow HS via Narara Station","",""
"26-210-2-sj2-1","TA+R52+8","2414049","26-210-2-sj2-1.1.R","St Josephs St Edwards","1","","2","59 The Rampart Before Castle Cct to St Edwards Brothers College","",""
"26-210-3-sj2-1","TA+R52+8","2188030","26-210-3-sj2-1.1.R","Holy Cross Primary","1","","2","Woy Woy Station to Holy Cross PS via St Huberts Island","",""
"26-210-4-sj2-1","TA+R52+8","2413667","26-210-4-sj2-1.1.R","St Patricks","1","","2","West St Before Oscar St Coles to St Patrick PS","",""
"26-210-6-sj2-1","TA+R52+8","2186769","26-210-6-sj2-1.1.R","St Philips Christian","1","","2","Gosford Station to St Phillips College","",""
"26-210-7-sj2-1","TA+R52+8","2413831","26-210-7-sj2-1.1.R","Henry Kendall HS","1","","2","Point Clare Station to Henry Kendall HS","",""
"26-210-9-sj2-1","TA+R52+8","2186730","26-210-9-sj2-1.1.R","St Peters Lower Car Park","1","","2","Wyong Station to St Peters College","",""
"26-211-1-sj2-1","TA+R52+8","2187991","26-211-1-sj2-1.1.R","St Cecilias PS","1","","2","Ravendale to St Cecilias School","",""
"26-211-2-sj2-1","TA+R52+8","2351101","26-211-2-sj2-1.1.R","Wadalba HS Orchid Way","1","","2","Pollock Av after Johns Rd to Wadalba Community School via Rocky point","",""
"26-211-3-sj2-1","TA+R52+8","2186837","26-211-3-sj2-1.1.R","Mackillop College","1","","2","Summerland Point to Lakes Grammar School via Kingfisher Shores","",""
"26-211-5-sj2-1","TA+R52+8","2306239","26-211-5-sj2-1.1.R","Gorokan HS","1","","2","Main Rd at Birriga Rd to Gorokan HS","",""
"26-211-7-sj2-1","TA+R52+8","2186824","26-211-7-sj2-1.1.R","Kanwal PS","1","","2","Hiawatha Rd after Sparks Rd to Kanwal PS via Warnervale PS","",""
"26-211-8-sj2-1","TA+R52+8","2188166","26-211-8-sj2-1.1.R","Nords Wharf","1","","2","Catho Pub, Clarke St to Nords Wharf PS","",""
"26-212-0-sj2-1","TA+R52+8","2351010","26-212-0-sj2-1.1.R","Toukley PS","1","","2","Moala Pde after Pacific Hwy to Toukley PS via Norah Head","",""
"26-212-1-sj2-1","TA+R52+8","2351133","26-212-1-sj2-1.1.R","Wyong Stn","1","","2","Lake Haven Shopping Centre to Wyong Station","",""
"26-212-2-sj2-1","TA+R52+8","2186121","26-212-2-sj2-1.1.R","Wyong TAFE","1","","2","Wyong Station to Wyong TAFE","",""
"26-212-3-sj2-1","TA+R52+8","2187061","26-212-3-sj2-1.1.R","North Entrance","1","","2","Lake Haven Shopping Centre, Lake Haven Dr to Mini St at Hutton Rd","",""
"26-212-5-sj2-1","TA+R52+8","2350971","26-212-5-sj2-1.1.R","Lakes Grammar Juniors","1","","2","Norah Head Park, Bungary Rd to Lakes grammar School via Toukley","",""
"26-212-6-sj2-1","TA+R52+8","2186960","26-212-6-sj2-1.1.R","Wadalba HS","1","","2","Anglican Care, Mataram Rd to Wadalba Community School","",""
"26-212-7-sj2-1","TA+R52+8","2187816","26-212-7-sj2-1.1.R","Lakes Grammar Juniors","1","","2","Lake Haven Shopping Centre to Lakes Grammar School","",""
"26-212-8-sj2-1","TA+R52+8","2187813","26-212-8-sj2-1.1.R","Budgewoi PS","1","","2","Eloura Av after Narambi Rd to Budgewoi PS","",""
"26-212-9-sj2-1","TA+R52+8","2186659","26-212-9-sj2-1.1.R","St Peters Lower Car Park","1","","2","Wyong Station to St Peters College","",""
"26-213-0-sj2-1","TA+R52+8","2188040","26-213-0-sj2-1.1.R","Wadalba HS","1","","2","Tuggerawong Rd at Jensen Rd to Wadalba Community School","",""
"26-213-1-sj2-1","TA+R52+8","2305946","26-213-1-sj2-1.1.R","Gorokan HS","1","","2","Fravent St opp Hammond Rd to Gorokan HS","",""
"26-213-4-sj2-1","TA+R52+8","2351070","26-213-4-sj2-1.1.R","Hunter Sports HS","1","","2","Mini St at Hutton Rd to Wiripaang PS","",""
"26-213-5-sj2-1","TA+R52+8","2186813","26-213-5-sj2-1.1.R","Gorokan PS","1","","2","Kanwal PS to Gorokan PS","",""
"26-213-6-sj2-1","TA+R52+8","2186572","26-213-6-sj2-1.1.R","Toukley PS","1","","2","Lake Haven Shopping Centre to Toukley PS via St Marys PS","",""
"26-213-7-sj2-1","TA+R52+8","2186276","26-213-7-sj2-1.1.R","Kanwal PS","1","","2","CharmHaven Shops, Pacific Hwy to Kanwal PS via Lake Haven Shopping Centre","",""
"26-213-9-sj2-1","TA+R52+8","2188154","26-213-9-sj2-1.1.R","Central Mangrove PS","1","","2","Bloodtree Rd at George Downes Dr to Central Mangrove PS via Cedar Brush Crk","",""
"26-214-0-sj2-1","TA+R52+8","2186100","26-214-0-sj2-1.1.R","Wyong PS","1","","2","Kawal PS to Wyong PS via Tacoma","",""
"26-214-2-sj2-1","TA+R52+8","2186934","26-214-2-sj2-1.1.R","Kanwal PS","1","","2","Howelston Rd after Marks Rd to Kanwal PS","",""
"26-214-4-sj2-1","TA+R52+8","2186645","26-214-4-sj2-1.1.R","Wyong PS","1","","2","Wyong Station to Wyong PS","",""
"26-214-5-sj2-1","TA+R52+8","2186285","26-214-5-sj2-1.1.R","Wadalba HS","1","","2","Kanwal Village Shops to Wadalba Community School","",""
"26-214-6-sj2-1","TA+R52+8","2187387","26-214-6-sj2-1.1.R","St Peters Lower Car Park","1","","2","Tuggerawong Rd opp Murrawal Rd to St Peters College","",""
"26-214-7-sj2-1","TA+R52+8","2188076","26-214-7-sj2-1.1.R","Wyong HS","1","","2","Brittania Dr before Guardian Rd to Wyong HS","",""
"26-214-8-sj2-1","TA+R52+8","2186543","26-214-8-sj2-1.1.R","Peats Ridge PS","1","","2","Nurses Rd before Georges Downes Dr to Peats Ridge PS viaPacific Hwy","",""
"26-214-9-sj2-1","TA+R52+8","2186918","26-214-9-sj2-1.1.R","Lakes Grammar Juniors","1","","2","Lake Munmorah HS to Lake Grammar School","",""
"26-215-0-sj2-1","TA+R52+8","2187944","26-215-0-sj2-1.1.R","Northlakes HS","1","","2","Budgewoi Rd before Ourringo St to Northlakes HS","",""
"26-215-1-sj2-1","TA+R52+8","2188203","26-215-1-sj2-1.1.R","Northlakes HS","1","","2","Narambi Rd opp Lorne St to Northlakes HS","",""
"26-215-2-sj2-1","TA+R52+8","2187723","26-215-2-sj2-1.1.R","Warnervale PS","1","","2","Lake Haven Shopping Centre to Warnervale PS","",""
"26-215-4-sj2-1","TA+R52+8","2187002","26-215-4-sj2-1.1.R","Central Mangrove","1","","2","BloodTree Rd at George Downes Dr to Wilsemans Ferry Rd at Hallards Rd","",""
"26-215-6-sj2-1","TA+R52+8","2351111","26-215-6-sj2-1.1.R","Wadalba HS","1","","2","Magnolia Manor, Wahroonga Rd to Wadalba Community School","",""
"26-215-9-sj2-1","TA+R52+8","2187828","26-215-9-sj2-1.1.R","Wyong PS","1","","2","Wyong Station to Wyong PS","",""
"26-216-1-sj2-1","TA+R52+8","2351115","26-216-1-sj2-1.1.R","Noraville","1","","2","Norah Head Park, Bungary Rd to Noraville","",""
"26-216-2-sj2-1","TA+R52+8","2187212","26-216-2-sj2-1.1.R","Wyong PS","1","","2","Wallarah Rd at Rita Rd to Wyong PS via Tacoma PS","",""
"26-216-3-sj2-1","TA+R52+8","2351029","26-216-3-sj2-1.1.R","Wadalba HS","1","","2","Kaye Av before Stanley St to Wadalba Community School","",""
"26-216-4-sj2-1","TA+R52+8","2351050","26-216-4-sj2-1.1.R","St Cecilias PS","1","","2","NorthLakes HS toSt Cecilias School via Watanobbi","",""
"26-216-5-sj2-1","TA+R52+8","2186496","26-216-5-sj2-1.1.R","Wadalba HS","1","","2","Warnervale PS to Wadabla Community School","",""
"26-216-7-sj2-1","TA+R52+8","2186463","26-216-7-sj2-1.1.R","Wadalba HS","1","","2","Sparks Rd before Warnervale Rd to Wadalba Community School","",""
"26-216-8-sj2-1","TA+R52+8","2187337","26-216-8-sj2-1.1.R","Charmhaven","1","","2","NorthLakes HS to opp Charmhaven Depot, Arizona Rd","",""
"26-216-9-sj2-1","TA+R52+8","2187393","26-216-9-sj2-1.1.R","Lakes Grammar Juniors","1","","2","Pacific Hwy opp Mataram Rd to :ales Grammar School","",""
"26-217-0-sj2-1","TA+R52+8","2188079","26-217-0-sj2-1.1.R","Northlakes HS","1","","2","Lilo Av opp Kalele Av to Northlakes HS","",""
"26-217-1-sj2-1","TA+R52+8","2186188","26-217-1-sj2-1.1.R","Bwc Umina","1","","2","Woy Woy Station to The Croft Annex","",""
"26-218-6-sj2-1","TA+R52+8","2185900","26-218-6-sj2-1.1.R","Lake Munmorah HS","1","","2","Gwandalan to Lake Munmorah HS","",""
"26-218-7-sj2-1","TA+R52+8","2186698","26-218-7-sj2-1.1.R","Lake Munmorah HS","1","","2","Summerland Point to Lake Munmorah HS","",""
"26-218-8-sj2-1","TA+R52+8","2186308","26-218-8-sj2-1.1.R","Mackillop College","1","","2","Chain Valley Bay to Mackillop College via Lake Munmorah","",""
"26-218-9-sj2-1","TA+R52+8","2188018","26-218-9-sj2-1.1.R","Lake Munmorah HS","1","","2","Mannering Park PS to Lake Munmorah HS","",""
"26-219-0-sj2-1","TA+R52+8","2187607","26-219-0-sj2-1.1.R","Lake Munmorah HS","1","","2","Mannering Park to Lake Munmorah HS","",""
"26-219-1-sj2-1","TA+R52+8","2186976","26-219-1-sj2-1.1.R","Lake Munmorah HS","1","","2","Wyee Stn to Lake Munmorah HS via Wyee Point","",""
"26-219-2-sj2-1","TA+R52+8","2185937","26-219-2-sj2-1.1.R","Mackillop College","1","","2","Swansea Library to Mackillop College","",""
"26-219-4-sj2-1","TA+R52+8","2186567","26-219-4-sj2-1.1.R","St Brendans PS","1","","2","Gwandalan to St Brendan's PS","",""
"26-219-5-sj2-1","TA+R52+8","2413805","26-219-5-sj2-1.1.R","St Brendans PS","1","","2","Summerland Point to St Brendan's PS","",""
"26-219-6-sj2-1","TA+R52+8","2187009","26-219-6-sj2-1.1.R","St Brendans PS","1","","2","Kingfisher Shores to St Brendan's PS via Chain Valley Bay","",""
"26-219-7-sj2-1","TA+R52+8","2187441","26-219-7-sj2-1.1.R","St Brendans PS","1","","2","Wyee Stn to St Brendan's PS via Wyee Point and Mannering Park","",""
"26-219-8-sj2-1","TA+R52+8","2187771","26-219-8-sj2-1.1.R","St Brendans PS","1","","2","Blue Haven to St Brendan's via Doyalson North","",""
"26-219-9-sj2-1","TA+R52+8","2186314","26-219-9-sj2-1.1.R","St Brendans PS","1","","2","Buff Point to St Brendan's PS via San Remo and Doyalson North","",""
"26-220-0-sj2-1","TA+R52+8","2187169","26-220-0-sj2-1.1.R","St Brendans PS","1","","2","Halekulani to St Brendan's PS via Budgewoi","",""
"26-220-1-sj2-1","TA+R52+8","2187885","26-220-1-sj2-1.1.R","Nords Wharf PS","1","","2","Catherine Hill Bay to Nords Wharf PS","",""
"26-220-4-sj2-1","TA+R52+8","2187196","26-220-4-sj2-1.1.R","Lake Munmorah PS","1","","2","Summerland Point to Lake Munmorah PS via Gwandalan","",""
"26-220-5-sj2-1","TA+R52+8","2413765","26-220-5-sj2-1.1.R","Lake Munmorah PS","1","","2","Summerland Point to Lake Munmorah PS via Gwandalan PS","",""
"26-220-6-sj2-1","TA+R52+8","2186627","26-220-6-sj2-1.1.R","Lake Munmorah PS","1","","2","Kingfisher Shores to Lake Munmorah PS via Chain Valley Bay","",""
"26-220-7-sj2-1","TA+R52+8","2187286","26-220-7-sj2-1.1.R","Lake Munmorah PS","1","","2","Wyee Point to Lake Munmorah PS via Mannering Park","",""
"26-220-8-sj2-1","TA+R52+8","2186384","26-220-8-sj2-1.1.R","Lake Munmorah PS","1","","2","Munmorah United Bowling Club to Lake Munmorah PS","",""
