route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,route_direction,trip_note,bikes_allowed
"26-57-sj2-1","TA+ij+8","2306241","26-57-sj2-1.14.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306250","26-57-sj2-1.2.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306263","26-57-sj2-1.5.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306308","26-57-sj2-1.3.R","Umina Beach","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306315","26-57-sj2-1.3.R","Umina Beach","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306333","26-57-sj2-1.5.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306354","26-57-sj2-1.1.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+ij+8","2306368","26-57-sj2-1.16.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+R53#1+8","2364437","26-57-sj2-1.13.R","Umina Beach","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+R53#1+8","2364468","26-57-sj2-1.2.R","Woy Woy","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-57-sj2-1","TA+R53#1+8","2364558","26-57-sj2-1.15.R","Ettalong Beach","1","","1","Umina Beach West to Woy Woy via Umina Beach & Woy Woy South","",""
"26-58-sj2-1","TA+R52+8","2185923","26-58-sj2-1.1.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","69",""
"26-58-sj2-1","TA+ij#1+8","2185989","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+TT21#1+8","2186160","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+ij#1+8","2186262","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+R53+8","2186930","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+R53+8","2186978","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+TT21#1+8","2187064","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+ij#1+8","2187390","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+ij#1+8","2187593","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+R52+8","2187918","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+ij#1+8","2187958","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+R52+8","2188153","26-58-sj2-1.3.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+ij#1+8","2305962","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-58-sj2-1","TA+ij#1+8","2306373","26-58-sj2-1.2.R","Woy Woy","1","","1","Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service)","",""
"26-59-sj2-1","TA+R53+8","2185987","26-59-sj2-1.10.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+ij#1+8","2186283","26-59-sj2-1.7.R","Woy Woy","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R52+8","2186409","26-59-sj2-1.4.R","Woy Woy","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+ij#1+8","2186578","26-59-sj2-1.2.R","Empire Bay","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R52+8","2186635","26-59-sj2-1.1.R","Empire Bay","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R53+8","2186725","26-59-sj2-1.1.R","Empire Bay","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+ij#1+8","2186764","26-59-sj2-1.12.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+ij#1+8","2186832","26-59-sj2-1.9.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+TT21#1+8","2186988","26-59-sj2-1.12.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+TT21#1+8","2187263","26-59-sj2-1.3.R","Woy Woy","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+TT21#1+8","2187450","26-59-sj2-1.1.R","Empire Bay","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R53+8","2187523","26-59-sj2-1.5.R","Woy Woy","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R52+8","2188190","26-59-sj2-1.8.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","69",""
"26-59-sj2-1","TA+ij#1+8","2305945","26-59-sj2-1.6.R","Woy Woy","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+TT21#1+8","2305972","26-59-sj2-1.12.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+ij#1+8","2306054","26-59-sj2-1.7.R","Woy Woy","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R52+8","2306099","26-59-sj2-1.13.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+ij#1+8","2306183","26-59-sj2-1.1.R","Empire Bay","1","","1","Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong","",""
"26-59-sj2-1","TA+R52+8","2306334","26-59-sj2-1.11.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-59-sj2-1","TA+R53+8","2364411","26-59-sj2-1.12.H","Wagstaffe","0","","1","Woy Woy to Wagstaffe via Ettalong, Booker Bay & Empire Bay","",""
"26-63-sj2-1","TA+TT21+8","2185885","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2185907","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2185990","26-63-sj2-1.19.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2185996","26-63-sj2-1.5.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186268","26-63-sj2-1.29.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186353","26-63-sj2-1.16.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2186354","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2186386","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186402","26-63-sj2-1.7.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186445","26-63-sj2-1.25.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186704","26-63-sj2-1.19.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186705","26-63-sj2-1.34.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2186733","26-63-sj2-1.2.R","Erina","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2186745","26-63-sj2-1.3.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","69",""
"26-63-sj2-1","TA+R65#1+8","2186765","26-63-sj2-1.34.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186808","26-63-sj2-1.19.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186843","26-63-sj2-1.29.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2186864","26-63-sj2-1.27.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2186866","26-63-sj2-1.10.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2187060","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2187156","26-63-sj2-1.23.R","Erina","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2187391","26-63-sj2-1.27.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2187416","26-63-sj2-1.21.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R53#1+8","2187479","26-63-sj2-1.4.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2187516","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2187528","26-63-sj2-1.17.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2187551","26-63-sj2-1.17.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2187667","26-63-sj2-1.8.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2187706","26-63-sj2-1.19.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2187824","26-63-sj2-1.8.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R53#1+8","2188150","26-63-sj2-1.1.R","Erina","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2305781","26-63-sj2-1.31.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2305791","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2305802","26-63-sj2-1.13.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2305805","26-63-sj2-1.34.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2305882","26-63-sj2-1.34.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2306016","26-63-sj2-1.8.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2306047","26-63-sj2-1.19.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2306124","26-63-sj2-1.16.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2306253","26-63-sj2-1.16.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2306283","26-63-sj2-1.14.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2306292","26-63-sj2-1.12.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2306369","26-63-sj2-1.8.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ij+8","2306384","26-63-sj2-1.27.R","Kincumber","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2306386","26-63-sj2-1.31.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R65#1+8","2364502","26-63-sj2-1.25.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413653","26-63-sj2-1.24.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413660","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2413689","26-63-sj2-1.32.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2413697","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413700","26-63-sj2-1.11.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413736","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2413747","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413758","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413763","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413782","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413790","26-63-sj2-1.6.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413795","26-63-sj2-1.9.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413808","26-63-sj2-1.30.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2413815","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413829","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413837","26-63-sj2-1.18.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413839","26-63-sj2-1.9.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413852","26-63-sj2-1.9.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413894","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413909","26-63-sj2-1.18.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2413943","26-63-sj2-1.20.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2413948","26-63-sj2-1.26.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2413959","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2413965","26-63-sj2-1.22.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2413968","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2413985","26-63-sj2-1.28.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2413991","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2414003","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414009","26-63-sj2-1.18.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414021","26-63-sj2-1.24.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2414022","26-63-sj2-1.24.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R52#1+8","2414039","26-63-sj2-1.35.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414042","26-63-sj2-1.30.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414058","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2414069","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2414092","26-63-sj2-1.28.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414102","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+TT21+8","2414106","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414116","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414137","26-63-sj2-1.18.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+R69+8","2414148","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414153","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+ik#1+8","2414159","26-63-sj2-1.15.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+hr#1+8","2433070","26-63-sj2-1.33.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+hr#1+8","2433076","26-63-sj2-1.24.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+hr#1+8","2433087","26-63-sj2-1.28.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-63-sj2-1","TA+hr#1+8","2433095","26-63-sj2-1.18.R","Gosford","1","","1","Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service)","",""
"26-64-sj2-1","TA+R65#1+8","2185840","26-64-sj2-1.21.R","Gosford","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2185879","26-64-sj2-1.38.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R65#1+8","2186077","26-64-sj2-1.14.R","Gosford","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186147","26-64-sj2-1.34.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R65#1+8","2186187","26-64-sj2-1.21.R","Gosford","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186203","26-64-sj2-1.31.H","Ettalong Beach","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R69+8","2186287","26-64-sj2-1.40.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R65#1+8","2186498","26-64-sj2-1.23.R","Gosford","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186556","26-64-sj2-1.34.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R65#1+8","2186613","26-64-sj2-1.17.R","Gosford","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186643","26-64-sj2-1.12.R","Kincumber","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R69+8","2186694","26-64-sj2-1.11.R","Woy Woy","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R65#1+8","2186710","26-64-sj2-1.21.R","Gosford","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186750","26-64-sj2-1.12.R","Kincumber","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186892","26-64-sj2-1.38.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+TT21+8","2186894","26-64-sj2-1.34.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R52#1+8","2186914","26-64-sj2-1.25.H","Kincumber","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","69",""
"26-64-sj2-1","TA+TT21+8","2186916","26-64-sj2-1.32.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+TT21+8","2186928","26-64-sj2-1.34.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2186990","26-64-sj2-1.34.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2187038","26-64-sj2-1.12.R","Kincumber","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+R53#1+8","2187072","26-64-sj2-1.26.H","Woy Woy","0","","1","Gosford to Woy Woy via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2187109","26-64-sj2-1.12.R","Kincumber","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
"26-64-sj2-1","TA+ij+8","2187136","26-64-sj2-1.12.R","Kincumber","1","","1","Woy Woy to Gosford via Empire Bay & Kincumber","",""
