pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"2770591_277010_DP5_elevator_1","2770591","277010_DP5","5","1","60"
"2770592_277010_DP5_elevator_1","2770592","277010_DP5","5","1","60"
"2770591_277010_DP7_walkway_1","2770591","277010_DP7","1","1","30"
"2770592_277010_DP7_walkway_1","2770592","277010_DP7","1","1","30"
"2770591_277010_CNC_stairs_1","2770591","277010_CNC","2","1","30"
"2770592_277010_CNC_stairs_1","2770592","277010_CNC","2","1","30"
"2770593_277010_DP6_elevator_1","2770593","277010_DP6","5","1","60"
"2770594_277010_DP6_elevator_1","2770594","277010_DP6","5","1","60"
"2770593_277010_CNC_stairs_1","2770593","277010_CNC","2","1","30"
"2770594_277010_CNC_stairs_1","2770594","277010_CNC","2","1","30"
"2770593_277010_DP8_walkway_1","2770593","277010_DP8","1","1","30"
"2770594_277010_DP8_walkway_1","2770594","277010_DP8","1","1","30"
"277079_2770380_walkway_1","277079","2770380","1","1","120"
"2770139_2770380_walkway_1","2770139","2770380","1","1","120"
"2770102_2770380_walkway_1","2770102","2770380","1","1","120"
"277060_2770380_walkway_1","277060","2770380","1","1","120"
"2770251_2770380_walkway_1","2770251","2770380","1","1","120"
"277079_277010_ENT1_walkway_1","277079","277010_ENT1","1","1","30"
"2770139_277010_ENT1_walkway_1","2770139","277010_ENT1","1","1","30"
"2770102_277010_ENT1_walkway_1","2770102","277010_ENT1","1","1","30"
"277060_277010_ENT1_walkway_1","277060","277010_ENT1","1","1","30"
"2770251_277010_ENT1_walkway_1","2770251","277010_ENT1","1","1","30"
"277079_277010_ENT2_walkway_1","277079","277010_ENT2","1","1","60"
"2770139_277010_ENT2_walkway_1","2770139","277010_ENT2","1","1","60"
"2770102_277010_ENT2_walkway_1","2770102","277010_ENT2","1","1","60"
"277060_277010_ENT2_walkway_1","277060","277010_ENT2","1","1","60"
"2770251_277010_ENT2_walkway_1","2770251","277010_ENT2","1","1","60"
"2770506_277010_DP2_elevator_1","2770506","277010_DP2","5","1","60"
"2770507_277010_DP2_elevator_1","2770507","277010_DP2","5","1","60"
"2770508_277010_DP2_elevator_1","2770508","277010_DP2","5","1","60"
"2770506_277010_DP2_stairs_1","2770506","277010_DP2","2","1","30"
"2770507_277010_DP2_stairs_1","2770507","277010_DP2","2","1","30"
"2770508_277010_DP2_stairs_1","2770508","277010_DP2","2","1","30"
"2770380_277010_ENT3_walkway_1","2770380","277010_ENT3","1","1","42"
"2770581_277010_ENT4_walkway_1","2770581","277010_ENT4","1","1","60"
"2770582_2770203_walkway_1","2770582","2770203","1","1","180"
"2770582_277010_ENT6_walkway_1","2770582","277010_ENT6","1","1","90"
"2770203_277010_ENT7_walkway_1","2770203","277010_ENT7","1","1","120"
"2770203_277010_ENT5_walkway_1","2770203","277010_ENT5","1","1","180"
"2770203_277010_ENT6_walkway_1","2770203","277010_ENT6","1","1","180"
"277010_ENT1_277010_DP1_stairs_1","277010_ENT1","277010_DP1","2","1","60"
"277010_ENT2_277010_DP1_elevator_1","277010_ENT2","277010_DP1","5","1","60"
"277010_ENT3_277010_DP1_stairs_1","277010_ENT3","277010_DP1","2","1","30"
"277010_ENT3_277010_DP1_escalator_1","277010_ENT3","277010_DP1","4","1","18"
"277010_DP1_277010_DP2_walkway_1","277010_DP1","277010_DP2","1","1","60"
"277010_DP1_277010_DP3_walkway_1","277010_DP1","277010_DP3","1","1","60"
"277010_ENT4_277010_DP3_elevator_1","277010_ENT4","277010_DP3","5","1","60"
"277010_ENT4_277010_DP3_stairs_1","277010_ENT4","277010_DP3","2","1","30"
"277010_DP3_277010_DP4_walkway_1","277010_DP3","277010_DP4","1","1","18"
"277010_DP4_277010_DP9_walkway_1","277010_DP4","277010_DP9","1","1","18"
"277010_DP4_277010_CNC_fare_gate_0","277010_DP4","277010_CNC","6","0","6"
"277010_CNC_277010_DP4_exit_gate_0","277010_CNC","277010_DP4","7","0","6"
"277010_CNC_277010_DP5_walkway_1","277010_CNC","277010_DP5","1","1","18"
"277010_CNC_277010_DP6_walkway_1","277010_CNC","277010_DP6","1","1","18"
"277010_DP9_277010_ENT7_walkway_1","277010_DP9","277010_ENT7","1","1","90"
"277010_DP9_277010_ENT5_stairs_1","277010_DP9","277010_ENT5","2","1","30"
"277010_DP9_277010_ENT6_elevator_1","277010_DP9","277010_ENT6","5","1","60"
"2770591_2770592_walkway_1","2770591","2770592","1","1","120"
"2770593_2770594_walkway_1","2770593","2770594","1","1","120"
"277079_2770139_walkway_1","277079","2770139","1","1","120"
"2770506_2770507_walkway_1","2770506","2770507","1","1","120"
"2760301_276010_DP4_stairs_1","2760301","276010_DP4","2","1","30"
"2760302_276010_DP4_stairs_1","2760302","276010_DP4","2","1","30"
"2760301_276010_DP4_elevator_1","2760301","276010_DP4","5","1","60"
"2760302_276010_DP4_elevator_1","2760302","276010_DP4","5","1","60"
"2760303_276010_DP5_stairs_1","2760303","276010_DP5","2","1","30"
"2760304_276010_DP5_stairs_1","2760304","276010_DP5","2","1","30"
"2760303_276010_DP5_elevator_1","2760303","276010_DP5","5","1","60"
"2760304_276010_DP5_elevator_1","2760304","276010_DP5","5","1","60"
"276039_276010_ENT1_walkway_1","276039","276010_ENT1","1","1","60"
"2760215_276010_ENT1_walkway_1","2760215","276010_ENT1","1","1","60"
"276039_276010_ENT2_walkway_1","276039","276010_ENT2","1","1","60"
"2760215_276010_ENT2_walkway_1","2760215","276010_ENT2","1","1","60"
"276039_2760230_walkway_1","276039","2760230","1","1","120"
"2760215_2760230_walkway_1","2760215","2760230","1","1","120"
"276039_2760231_walkway_1","276039","2760231","1","1","180"
"276039_2760232_walkway_1","276039","2760232","1","1","180"
"2760215_2760231_walkway_1","2760215","2760231","1","1","180"
"2760215_2760232_walkway_1","2760215","2760232","1","1","180"
"2760178_276010_ENT3_walkway_1","2760178","276010_ENT3","1","1","60"
"2760178_276010_ENT4_walkway_1","2760178","276010_ENT4","1","1","60"
"2760230_2760231_walkway_1","2760230","2760231","1","1","60"
"2760230_2760232_walkway_1","2760230","2760232","1","1","60"
"2760230_276010_ENT1_walkway_1","2760230","276010_ENT1","1","1","90"
"2760230_276010_ENT2_walkway_1","2760230","276010_ENT2","1","1","90"
"276010_ENT1_276010_DP1_stairs_1","276010_ENT1","276010_DP1","2","1","30"
"276010_ENT1_276010_TXI1_walkway_1","276010_ENT1","276010_TXI1","1","1","30"
"276010_ENT1_276010_KAR1_walkway_1","276010_ENT1","276010_KAR1","1","1","30"
"276010_ENT2_276010_DP1_elevator_1","276010_ENT2","276010_DP1","5","1","60"
"276010_ENT2_276010_TXI1_walkway_1","276010_ENT2","276010_TXI1","1","1","60"
"276010_ENT2_276010_KAR1_walkway_1","276010_ENT2","276010_KAR1","1","1","60"
"276010_DP1_276010_DP2_walkway_1","276010_DP1","276010_DP2","1","1","30"
"276010_DP2_276010_CNC_walkway_1","276010_DP2","276010_CNC","1","1","12"
"276010_DP2_276010_DP3_walkway_1","276010_DP2","276010_DP3","1","1","24"
"276010_CNC_276010_DP5_walkway_1","276010_CNC","276010_DP5","1","1","18"
"276010_CNC_276010_DP4_walkway_1","276010_CNC","276010_DP4","1","1","18"
"276010_DP3_276010_ENT3_stairs_1","276010_DP3","276010_ENT3","2","1","30"
"276010_DP3_276010_ENT4_elevator_1","276010_DP3","276010_ENT4","5","1","60"
"276010_ENT3_276010_DP6_walkway_1","276010_ENT3","276010_DP6","1","1","30"
"276010_ENT3_276010_KAR2_walkway_1","276010_ENT3","276010_KAR2","1","1","60"
"276010_ENT3_276010_TXI2_walkway_1","276010_ENT3","276010_TXI2","1","1","36"
"276010_ENT4_276010_DP6_walkway_1","276010_ENT4","276010_DP6","1","1","18"
"276010_ENT4_276010_KAR2_walkway_1","276010_ENT4","276010_KAR2","1","1","60"
"276010_ENT4_276010_TXI2_walkway_1","276010_ENT4","276010_TXI2","1","1","36"
"276010_DP6_276010_CCP1_elevator_1","276010_DP6","276010_CCP1","5","1","90"
"2760301_2760302_walkway_1","2760301","2760302","1","1","120"
"2760303_2760304_walkway_1","2760303","2760304","1","1","120"
"276039_2760215_walkway_1","276039","2760215","1","1","120"
"2760231_2760232_walkway_1","2760231","2760232","1","1","120"
"2747371_274710_ENT3_walkway_1","2747371","274710_ENT3","1","1","30"
"2747372_274710_ENT1_walkway_1","2747372","274710_ENT1","1","1","18"
"2747210_274710_ENT3_walkway_1","2747210","274710_ENT3","1","1","102"
"274710_ENT1_274710_DP1_walkway_1","274710_ENT1","274710_DP1","1","1","18"
"274710_ENT1_274710_TXI1_walkway_1","274710_ENT1","274710_TXI1","1","1","72"
"274710_ENT1_274710_CCP1_walkway_1","274710_ENT1","274710_CCP1","1","1","30"
"274710_ENT1_274710_KAR1_walkway_1","274710_ENT1","274710_KAR1","1","1","60"
"274710_DP1_274710_DP2_stairs_1","274710_DP1","274710_DP2","2","1","30"
"274710_DP1_274710_DP2_elevator_1","274710_DP1","274710_DP2","5","1","60"
"274710_DP2_274710_DP3_walkway_1","274710_DP2","274710_DP3","1","1","18"
"274710_DP3_274710_ENT3_stairs_1","274710_DP3","274710_ENT3","2","1","30"
"274710_DP3_274710_ENT3_elevator_1","274710_DP3","274710_ENT3","5","1","60"
"274710_ENT3_274710_LKR1_walkway_1","274710_ENT3","274710_LKR1","1","1","36"
"274710_ENT3_274710_TXI2_walkway_1","274710_ENT3","274710_TXI2","1","1","60"
"274710_ENT3_274710_CCP2_walkway_1","274710_ENT3","274710_CCP2","1","1","210"
"2747361_274720_ENT1_walkway_1","2747361","274720_ENT1","1","1","6"
"2747361_274720_ENT3_walkway_1","2747361","274720_ENT3","1","1","18"
"2747361_274720_DP2_elevator_1","2747361","274720_DP2","5","1","60"
"2747362_274720_ENT6_walkway_1","2747362","274720_ENT6","1","1","6"
"2747362_274720_DP3_elevator_1","2747362","274720_DP3","5","1","60"
"2747362_274720_ENT4_walkway_1","2747362","274720_ENT4","1","1","12"
"2747352_274720_ENT3_walkway_1","2747352","274720_ENT3","1","1","42"
"2747351_274720_ENT3_walkway_1","2747351","274720_ENT3","1","1","42"
"2747352_274720_ENT1_walkway_1","2747352","274720_ENT1","1","1","90"
"2747351_274720_ENT1_walkway_1","2747351","274720_ENT1","1","1","90"
"274728_274720_ENT4_walkway_1","274728","274720_ENT4","1","1","108"
"274727_274720_ENT4_walkway_1","274727","274720_ENT4","1","1","108"
"274728_274720_ENT6_walkway_1","274728","274720_ENT6","1","1","138"
"274727_274720_ENT6_walkway_1","274727","274720_ENT6","1","1","138"
"274720_ENT1_274720_DP1_stairs_1","274720_ENT1","274720_DP1","2","1","42"
"274720_ENT1_274720_CCP1_walkway_1","274720_ENT1","274720_CCP1","1","1","96"
"274720_ENT1_274720_KAR1_walkway_1","274720_ENT1","274720_KAR1","1","1","72"
"274720_ENT2_274720_DP1_walkway_1","274720_ENT2","274720_DP1","1","1","60"
"274720_ENT3_274720_DP2_stairs_1","274720_ENT3","274720_DP2","2","1","42"
"274720_ENT3_274720_DP2_elevator_1","274720_ENT3","274720_DP2","5","1","78"
"274720_ENT3_274720_CCP1_walkway_1","274720_ENT3","274720_CCP1","1","1","156"
"274720_ENT3_274720_KAR1_walkway_1","274720_ENT3","274720_KAR1","1","1","24"
"274720_DP1_274720_DP2_walkway_1","274720_DP1","274720_DP2","1","1","12"
"274720_DP1_274720_DP4_walkway_1","274720_DP1","274720_DP4","1","1","18"
"274720_DP2_274720_DP3_walkway_1","274720_DP2","274720_DP3","1","1","18"
"274720_DP3_274720_DP4_walkway_1","274720_DP3","274720_DP4","1","1","12"
"274720_DP3_274720_ENT4_stairs_1","274720_DP3","274720_ENT4","2","1","48"
"274720_DP3_274720_ENT4_elevator_1","274720_DP3","274720_ENT4","5","1","66"
"274720_DP4_274720_ENT6_stairs_1","274720_DP4","274720_ENT6","2","1","42"
"274720_DP4_274720_ENT5_walkway_1","274720_DP4","274720_ENT5","1","1","60"
"274720_ENT4_274720_CCP2_walkway_1","274720_ENT4","274720_CCP2","1","1","162"
"274720_ENT4_274720_KAR2_walkway_1","274720_ENT4","274720_KAR2","1","1","72"
"274720_ENT4_274720_LKR1_walkway_1","274720_ENT4","274720_LKR1","1","1","30"
"274720_ENT4_274720_TXI1_walkway_1","274720_ENT4","274720_TXI1","1","1","78"
"274720_ENT6_274720_KAR2_walkway_1","274720_ENT6","274720_KAR2","1","1","24"
"274720_ENT6_274720_LKR1_walkway_1","274720_ENT6","274720_LKR1","1","1","42"
"274720_ENT6_274720_CCP2_walkway_1","274720_ENT6","274720_CCP2","1","1","114"
"274720_ENT6_274720_TXI1_walkway_1","274720_ENT6","274720_TXI1","1","1","30"
"2747352_2747351_walkway_1","2747352","2747351","1","1","120"
"274728_274727_walkway_1","274728","274727","1","1","120"
"2750511_275010_DP4_stairs_1","2750511","275010_DP4","2","1","30"
"2750512_275010_DP4_stairs_1","2750512","275010_DP4","2","1","30"
"2750511_275010_DP4_elevator_1","2750511","275010_DP4","5","1","60"
"2750512_275010_DP4_elevator_1","2750512","275010_DP4","5","1","60"
"2750513_275010_DP5_stairs_1","2750513","275010_DP5","2","1","30"
"2750513_275010_DP5_elevator_1","2750513","275010_DP5","5","1","60"
"275075_275010_ENT1_walkway_1","275075","275010_ENT1","1","1","90"
"275076_275010_ENT1_walkway_1","275076","275010_ENT1","1","1","90"
"275077_275010_ENT1_walkway_1","275077","275010_ENT1","1","1","90"
"275075_275010_ENT2_walkway_1","275075","275010_ENT2","1","1","120"
"275076_275010_ENT2_walkway_1","275076","275010_ENT2","1","1","120"
"275077_275010_ENT2_walkway_1","275077","275010_ENT2","1","1","120"
"275078_275010_ENT1_walkway_1","275078","275010_ENT1","1","1","30"
"275078_275010_ENT2_walkway_1","275078","275010_ENT2","1","1","60"
"275081_275010_ENT1_walkway_1","275081","275010_ENT1","1","1","60"
"275079_275010_ENT1_walkway_1","275079","275010_ENT1","1","1","60"
"275081_275010_ENT2_walkway_1","275081","275010_ENT2","1","1","30"
"275079_275010_ENT2_walkway_1","275079","275010_ENT2","1","1","30"
"2750468_275010_ENT3_walkway_1","2750468","275010_ENT3","1","1","30"
"2750468_275010_ENT4_walkway_1","2750468","275010_ENT4","1","1","60"
"275010_ENT1_275010_DP1_stairs_1","275010_ENT1","275010_DP1","2","1","42"
"275010_ENT1_275010_TXI1_walkway_1","275010_ENT1","275010_TXI1","1","1","60"
"275010_ENT1_275010_KAR1_walkway_1","275010_ENT1","275010_KAR1","1","1","180"
"275010_ENT2_275010_DP1_elevator_1","275010_ENT2","275010_DP1","5","1","72"
"275010_ENT2_275010_TXI1_walkway_1","275010_ENT2","275010_TXI1","1","1","90"
"275010_ENT2_275010_KAR1_walkway_1","275010_ENT2","275010_KAR1","1","1","210"
"275010_DP1_275010_DP2_walkway_1","275010_DP1","275010_DP2","1","1","30"
"275010_DP2_275010_DP3_walkway_1","275010_DP2","275010_DP3","1","1","30"
"275010_DP2_275010_CNC_fare_gate_0","275010_DP2","275010_CNC","6","0","12"
"275010_CNC_275010_DP2_exit_gate_0","275010_CNC","275010_DP2","7","0","12"
"275010_DP3_275010_ENT3_stairs_1","275010_DP3","275010_ENT3","2","1","42"
"275010_DP3_275010_ENT4_elevator_1","275010_DP3","275010_ENT4","5","1","72"
"275010_CNC_275010_DP5_walkway_1","275010_CNC","275010_DP5","1","1","30"
"275010_CNC_275010_DP4_walkway_1","275010_CNC","275010_DP4","1","1","30"
"275010_ENT3_275010_CCP1_walkway_1","275010_ENT3","275010_CCP1","1","1","300"
"275010_ENT3_275010_KAR2_walkway_1","275010_ENT3","275010_KAR2","1","1","60"
"275010_ENT4_275010_CCP1_walkway_1","275010_ENT4","275010_CCP1","1","1","300"
"275010_ENT4_275010_KAR2_walkway_1","275010_ENT4","275010_KAR2","1","1","90"
"2750511_2750512_walkway_1","2750511","2750512","1","1","120"
"275075_275076_walkway_1","275075","275076","1","1","120"
"275081_275079_walkway_1","275081","275079","1","1","120"
"2750491_275020_DP4_walkway_1","2750491","275020_DP4","1","1","6"
"2750492_275020_DP1_walkway_1","2750492","275020_DP1","1","1","6"
"2750261_275020_ENT1_walkway_1","2750261","275020_ENT1","1","1","30"
"275020_ENT1_275020_DP1_walkway_1","275020_ENT1","275020_DP1","1","1","60"
"275020_DP1_275020_DP2_stairs_1","275020_DP1","275020_DP2","2","1","30"
"275020_DP1_275020_DP2_elevator_1","275020_DP1","275020_DP2","5","1","60"
"275020_DP2_275020_DP3_walkway_1","275020_DP2","275020_DP3","1","1","18"
"275020_DP3_275020_DP4_stairs_1","275020_DP3","275020_DP4","2","1","30"
"275020_DP3_275020_DP4_elevator_1","275020_DP3","275020_DP4","5","1","60"
"275020_DP4_275020_ENT2_walkway_1","275020_DP4","275020_ENT2","1","1","60"
"275020_DP4_275020_ENT2_stairs_1","275020_DP4","275020_ENT2","2","1","30"
"2000321_200060_CNC1_walkway_1","2000321","200060_CNC1","1","1","30"
"2000322_200060_CNC1_walkway_1","2000322","200060_CNC1","1","1","30"
"2000323_200060_CNC1_walkway_1","2000323","200060_CNC1","1","1","30"
"2000324_200060_DP3_walkway_1","2000324","200060_DP3","1","1","18"
"2000325_200060_DP3_walkway_1","2000325","200060_DP3","1","1","18"
"2000324_200060_DP40_stairs_1","2000324","200060_DP40","2","1","30"
"2000325_200060_DP40_stairs_1","2000325","200060_DP40","2","1","30"
"2000326_200060_DP2_walkway_1","2000326","200060_DP2","1","1","18"
"2000327_200060_DP2_walkway_1","2000327","200060_DP2","1","1","18"
"2000326_200060_DP39_stairs_1","2000326","200060_DP39","2","1","30"
"2000327_200060_DP39_stairs_1","2000327","200060_DP39","2","1","30"
"2000328_200060_DP1_walkway_1","2000328","200060_DP1","1","1","18"
"2000329_200060_DP1_walkway_1","2000329","200060_DP1","1","1","18"
"2000328_200060_DP38_stairs_1","2000328","200060_DP38","2","1","30"
"2000329_200060_DP38_stairs_1","2000329","200060_DP38","2","1","30"
"2000330_200060_DP37_stairs_1","2000330","200060_DP37","2","1","30"
"2000331_200060_DP37_stairs_1","2000331","200060_DP37","2","1","30"
"2000330_200060_DP5_walkway_1","2000330","200060_DP5","1","1","30"
"2000331_200060_DP5_walkway_1","2000331","200060_DP5","1","1","30"
"2000332_200060_DP43_elevator_1","2000332","200060_DP43","5","1","60"
"2000333_200060_DP43_elevator_1","2000333","200060_DP43","5","1","60"
"2000332_200060_DP43_escalator_1","2000332","200060_DP43","4","1","30"
"2000333_200060_DP43_escalator_1","2000333","200060_DP43","4","1","30"
"2000332_200060_DP42_escalator_1","2000332","200060_DP42","4","1","30"
"2000333_200060_DP42_escalator_1","2000333","200060_DP42","4","1","30"
"2000332_200060_DP6_walkway_1","2000332","200060_DP6","1","1","30"
"2000333_200060_DP6_walkway_1","2000333","200060_DP6","1","1","30"
"2000334_200060_DP45_walkway_1","2000334","200060_DP45","1","1","30"
"2000334_200060_CNCM_escalator_1","2000334","200060_CNCM","4","1","42"
"2000336_200060_DP20_stairs_1","2000336","200060_DP20","2","1","30"
"2000337_200060_DP20_stairs_1","2000337","200060_DP20","2","1","30"
"2000336_200060_DP27_escalator_1","2000336","200060_DP27","4","1","36"
"2000337_200060_DP27_escalator_1","2000337","200060_DP27","4","1","36"
"2000336_200060_DP27_elevator_1","2000336","200060_DP27","5","1","90"
"2000337_200060_DP27_elevator_1","2000337","200060_DP27","5","1","90"
"2000336_200060_DP31_escalator_1","2000336","200060_DP31","4","1","36"
"2000337_200060_DP31_escalator_1","2000337","200060_DP31","4","1","36"
"2000336_200060_DP8_stairs_1","2000336","200060_DP8","2","1","30"
"2000337_200060_DP8_stairs_1","2000337","200060_DP8","2","1","30"
"2000336_200060_DP8_elevator_1","2000336","200060_DP8","5","1","60"
"2000337_200060_DP8_elevator_1","2000337","200060_DP8","5","1","60"
"2000338_200060_DP19_stairs_1","2000338","200060_DP19","2","1","30"
"2000339_200060_DP19_stairs_1","2000339","200060_DP19","2","1","30"
"2000338_200060_DP26_escalator_1","2000338","200060_DP26","4","1","36"
"2000339_200060_DP26_escalator_1","2000339","200060_DP26","4","1","36"
"2000338_200060_DP26_elevator_1","2000338","200060_DP26","5","1","90"
"2000339_200060_DP26_elevator_1","2000339","200060_DP26","5","1","90"
"2000338_200060_DP30_escalator_1","2000338","200060_DP30","4","1","36"
"2000339_200060_DP30_escalator_1","2000339","200060_DP30","4","1","36"
"2000338_200060_DP9_stairs_1","2000338","200060_DP9","2","1","30"
"2000339_200060_DP9_stairs_1","2000339","200060_DP9","2","1","30"
"2000338_200060_DP9_elevator_1","2000338","200060_DP9","5","1","60"
"2000339_200060_DP9_elevator_1","2000339","200060_DP9","5","1","60"
"2000340_200060_DP18_stairs_1","2000340","200060_DP18","2","1","30"
"2000341_200060_DP18_stairs_1","2000341","200060_DP18","2","1","30"
"2000340_200060_DP25_escalator_1","2000340","200060_DP25","4","1","36"
"2000341_200060_DP25_escalator_1","2000341","200060_DP25","4","1","36"
"2000340_200060_DP25_elevator_1","2000340","200060_DP25","5","1","90"
"2000341_200060_DP25_elevator_1","2000341","200060_DP25","5","1","90"
"2000340_200060_DP29_escalator_1","2000340","200060_DP29","4","1","36"
"2000341_200060_DP29_escalator_1","2000341","200060_DP29","4","1","36"
"2000340_200060_DP10_stairs_1","2000340","200060_DP10","2","1","30"
"2000341_200060_DP10_stairs_1","2000341","200060_DP10","2","1","30"
"2000340_200060_DP10_elevator_1","2000340","200060_DP10","5","1","60"
"2000341_200060_DP10_elevator_1","2000341","200060_DP10","5","1","60"
"2000342_200060_DP17_stairs_1","2000342","200060_DP17","2","1","30"
"2000343_200060_DP17_stairs_1","2000343","200060_DP17","2","1","30"
"2000342_200060_DP24_escalator_1","2000342","200060_DP24","4","1","36"
"2000343_200060_DP24_escalator_1","2000343","200060_DP24","4","1","36"
"2000342_200060_DP24_elevator_1","2000342","200060_DP24","5","1","90"
"2000343_200060_DP24_elevator_1","2000343","200060_DP24","5","1","90"
"2000342_200060_DP28_escalator_1","2000342","200060_DP28","4","1","36"
"2000343_200060_DP28_escalator_1","2000343","200060_DP28","4","1","36"
"2000342_200060_DP11_stairs_1","2000342","200060_DP11","2","1","30"
"2000343_200060_DP11_stairs_1","2000343","200060_DP11","2","1","30"
"2000342_200060_DP11_elevator_1","2000342","200060_DP11","5","1","60"
"2000343_200060_DP11_elevator_1","2000343","200060_DP11","5","1","60"
"2000344_200060_CWE_elevator_1","2000344","200060_CWE","5","1","90"
"2000345_200060_CWE_elevator_1","2000345","200060_CWE","5","1","90"
"2000344_200060_CWE_stairs_1","2000344","200060_CWE","2","1","90"
"2000345_200060_CWE_stairs_1","2000345","200060_CWE","2","1","90"
"2000344_200060_DP14_escalator_1","2000344","200060_DP14","4","1","120"
"2000345_200060_DP14_escalator_1","2000345","200060_DP14","4","1","120"
"2000344_200060_DP21_escalator_1","2000344","200060_DP21","4","1","120"
"2000345_200060_DP21_escalator_1","2000345","200060_DP21","4","1","120"
"2000466_200060_DP42_escalator_1","2000466","200060_DP42","4","1","42"
"2000467_200060_DP42_escalator_1","2000467","200060_DP42","4","1","42"
"2000466_200060_DP42_elevator_1","2000466","200060_DP42","5","1","60"
"2000467_200060_DP42_elevator_1","2000467","200060_DP42","5","1","60"
"2000466_200060_DP41_escalator_1","2000466","200060_DP41","4","1","42"
"2000467_200060_DP41_escalator_1","2000467","200060_DP41","4","1","42"
"2000466_200060_DP35_escalator_1","2000466","200060_DP35","4","1","42"
"2000467_200060_DP35_escalator_1","2000467","200060_DP35","4","1","42"
"2000257_200060_ENT2_stairs_1","2000257","200060_ENT2","2","1","60"
"2000110_200060_ENT2_stairs_1","2000110","200060_ENT2","2","1","60"
"2000257_200060_ENT2_escalator_1","2000257","200060_ENT2","4","1","42"
"2000110_200060_ENT2_escalator_1","2000110","200060_ENT2","4","1","42"
"2000257_200060_ENT2_elevator_1","2000257","200060_ENT2","5","1","90"
"2000110_200060_ENT2_elevator_1","2000110","200060_ENT2","5","1","90"
"2000257_200060_CNC1_walkway_1","2000257","200060_CNC1","1","1","30"
"2000110_200060_CNC1_walkway_1","2000110","200060_CNC1","1","1","30"
"2000447_200060_ENT5_walkway_1","2000447","200060_ENT5","1","1","30"
"2000448_200060_ENT5_walkway_1","2000448","200060_ENT5","1","1","30"
"2010107_200060_ENT5_walkway_1","2010107","200060_ENT5","1","1","30"
"2000447_200060_ENT4_walkway_1","2000447","200060_ENT4","1","1","60"
"2000448_200060_ENT4_walkway_1","2000448","200060_ENT4","1","1","60"
"2010107_200060_ENT4_walkway_1","2010107","200060_ENT4","1","1","60"
"200054_200060_ENT3_walkway_1","200054","200060_ENT3","1","1","120"
"200039_200060_ENT3_walkway_1","200039","200060_ENT3","1","1","120"
"200051_200060_ENT3_walkway_1","200051","200060_ENT3","1","1","120"
"200053_200060_ENT3_walkway_1","200053","200060_ENT3","1","1","120"
"2000190_200060_ENT3_walkway_1","2000190","200060_ENT3","1","1","120"
"201016_200060_ENT6_walkway_1","201016","200060_ENT6","1","1","60"
"201080_200060_ENT4_walkway_1","201080","200060_ENT4","1","1","240"
"201039_200060_ENT4_walkway_1","201039","200060_ENT4","1","1","210"
"2000112_200060_ENT1_walkway_1","2000112","200060_ENT1","1","1","126"
"2000316_200060_ENT1_walkway_1","2000316","200060_ENT1","1","1","126"
"2000115_200060_ENT1_walkway_1","2000115","200060_ENT1","1","1","126"
"2000132_200060_ENT1_walkway_1","2000132","200060_ENT1","1","1","126"
"2000124_200060_ENT1_walkway_1","2000124","200060_ENT1","1","1","126"
"2000213_200060_ENT1_walkway_1","2000213","200060_ENT1","1","1","114"
"2000241_200060_ENT1_walkway_1","2000241","200060_ENT1","1","1","114"
"2000296_200060_ENT1_walkway_1","2000296","200060_ENT1","1","1","114"
"2000240_200060_ENT1_walkway_1","2000240","200060_ENT1","1","1","114"
"2000308_200060_ENT1_walkway_1","2000308","200060_ENT1","1","1","114"
"200060_ENT1_200060_CNC1_walkway_1","200060_ENT1","200060_CNC1","1","1","30"
"200060_CNC1_200060_CNC2_walkway_1","200060_CNC1","200060_CNC2","1","1","48"
"200060_CNC2_200060_MZ_fare_gate_0","200060_CNC2","200060_MZ","6","0","18"
"200060_MZ_200060_CNC2_exit_gate_0","200060_MZ","200060_CNC2","7","0","18"
"200060_CNC2_200060_CNC3_walkway_1","200060_CNC2","200060_CNC3","1","1","60"
"200060_MZ_200060_DP1_walkway_1","200060_MZ","200060_DP1","1","1","18"
"200060_MZ_200060_DP4_walkway_1","200060_MZ","200060_DP4","1","1","12"
"200060_DP1_200060_DP2_walkway_1","200060_DP1","200060_DP2","1","1","18"
"200060_DP2_200060_DP3_walkway_1","200060_DP2","200060_DP3","1","1","18"
"200060_DP4_200060_DP5_walkway_1","200060_DP4","200060_DP5","1","1","18"
"200060_DP4_200060_DP7_stairs_1","200060_DP4","200060_DP7","2","1","30"
"200060_DP4_200060_DP7_escalator_1","200060_DP4","200060_DP7","4","1","24"
"200060_DP5_200060_DP6_walkway_1","200060_DP5","200060_DP6","1","1","18"
"200060_DP6_200060_DP32_walkway_1","200060_DP6","200060_DP32","1","1","18"
"200060_DP45_200060_DP32_walkway_1","200060_DP45","200060_DP32","1","1","12"
"200060_DP7_200060_ENT3_walkway_1","200060_DP7","200060_ENT3","1","1","18"
"200060_DP7_200060_DP32_elevator_1","200060_DP7","200060_DP32","5","1","60"
"200060_DP7_200060_DP33_stairs_1","200060_DP7","200060_DP33","2","1","18"
"200060_DP7_200060_DP8_walkway_1","200060_DP7","200060_DP8","1","1","30"
"200060_DP8_200060_DP9_walkway_1","200060_DP8","200060_DP9","1","1","18"
"200060_DP9_200060_DP10_walkway_1","200060_DP9","200060_DP10","1","1","18"
