pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"2114172_211410_DP2_stairs_1","2114172","211410_DP2","2","1","30"
"2114171_211410_DP2_elevator_1","2114171","211410_DP2","5","1","60"
"2114172_211410_DP2_elevator_1","2114172","211410_DP2","5","1","60"
"2114173_211410_DP3_stairs_1","2114173","211410_DP3","2","1","30"
"2114174_211410_DP3_stairs_1","2114174","211410_DP3","2","1","30"
"2114173_211410_DP3_elevator_1","2114173","211410_DP3","5","1","60"
"2114174_211410_DP3_elevator_1","2114174","211410_DP3","5","1","60"
"2114168_2114167_walkway_1","2114168","2114167","1","1","54"
"2114168_211410_ENT1_walkway_1","2114168","211410_ENT1","1","1","42"
"2114167_211410_ENT1_walkway_1","2114167","211410_ENT1","1","1","66"
"211410_ENT1_211410_DP1_walkway_1","211410_ENT1","211410_DP1","1","1","12"
"211410_DP1_211410_DP2_walkway_1","211410_DP1","211410_DP2","1","1","12"
"211410_DP1_211410_DP3_walkway_1","211410_DP1","211410_DP3","1","1","12"
"2114171_2114172_walkway_1","2114171","2114172","1","1","120"
"2114173_2114174_walkway_1","2114173","2114174","1","1","120"
"2114191_211420_DP2_elevator_1","2114191","211420_DP2","5","1","60"
"2114192_211420_DP2_elevator_1","2114192","211420_DP2","5","1","60"
"2114193_211420_ENT1_walkway_1","2114193","211420_ENT1","1","1","12"
"2114193_211420_DP1_stairs_1","2114193","211420_DP1","2","1","30"
"2114193_211420_DP1_elevator_1","2114193","211420_DP1","5","1","60"
"2114193_211420_DP2_stairs_1","2114193","211420_DP2","2","1","30"
"211426_211424_walkway_1","211426","211424","1","1","120"
"211421_211424_walkway_1","211421","211424","1","1","120"
"211426_211420_ENT1_walkway_1","211426","211420_ENT1","1","1","30"
"211421_211420_ENT1_walkway_1","211421","211420_ENT1","1","1","30"
"211424_211420_ENT1_walkway_1","211424","211420_ENT1","1","1","42"
"211425_211420_ENT1_walkway_1","211425","211420_ENT1","1","1","48"
"211425_211427_walkway_1","211425","211427","1","1","120"
"211425_211423_walkway_1","211425","211423","1","1","132"
"211427_211420_ENT1_walkway_1","211427","211420_ENT1","1","1","60"
"211427_211423_walkway_1","211427","211423","1","1","108"
"211423_211420_ENT1_walkway_1","211423","211420_ENT1","1","1","228"
"211428_211420_ENT2_walkway_1","211428","211420_ENT2","1","1","60"
"211428_211429_walkway_1","211428","211429","1","1","120"
"211428_2114163_walkway_1","211428","2114163","1","1","120"
"211429_211420_ENT2_walkway_1","211429","211420_ENT2","1","1","120"
"2114163_211420_ENT2_walkway_1","2114163","211420_ENT2","1","1","120"
"211420_ENT1_211420_DP1_stairs_1","211420_ENT1","211420_DP1","2","1","60"
"211420_ENT1_211420_KAR_walkway_1","211420_ENT1","211420_KAR","1","1","60"
"211420_ENT1_211420_SHD_walkway_1","211420_ENT1","211420_SHD","1","1","30"
"211420_ENT1_211420_TXI_walkway_1","211420_ENT1","211420_TXI","1","1","60"
"211420_ENT2_211420_DP4_stairs_1","211420_ENT2","211420_DP4","2","1","30"
"211420_ENT2_211420_DP4_elevator_1","211420_ENT2","211420_DP4","5","1","72"
"211420_ENT2_211420_CCP_walkway_1","211420_ENT2","211420_CCP","1","1","60"
"211420_DP1_211420_CNC_walkway_1","211420_DP1","211420_CNC","1","1","18"
"211420_CNC_211420_DP3_walkway_1","211420_CNC","211420_DP3","1","1","18"
"211420_CNC_211420_DP2_walkway_1","211420_CNC","211420_DP2","1","1","12"
"211420_DP3_211420_DP4_walkway_1","211420_DP3","211420_DP4","1","1","30"
"2114191_2114192_walkway_1","2114191","2114192","1","1","120"
"211426_211421_walkway_1","211426","211421","1","1","120"
"211429_2114163_walkway_1","211429","2114163","1","1","120"
"2767121_276710_DP2_stairs_1","2767121","276710_DP2","2","1","30"
"2767122_276710_DP2_stairs_1","2767122","276710_DP2","2","1","30"
"2767121_276710_DP2_elevator_1","2767121","276710_DP2","5","1","60"
"2767122_276710_DP2_elevator_1","2767122","276710_DP2","5","1","60"
"2767123_276710_DP3_stairs_1","2767123","276710_DP3","2","1","30"
"2767124_276710_DP3_stairs_1","2767124","276710_DP3","2","1","30"
"2767123_276710_DP3_elevator_1","2767123","276710_DP3","5","1","60"
"2767124_276710_DP3_elevator_1","2767124","276710_DP3","5","1","60"
"2767106_276710_ENT1_walkway_1","2767106","276710_ENT1","1","1","60"
"276761_276710_ENT1_walkway_1","276761","276710_ENT1","1","1","90"
"2767130_276710_ENT3_walkway_1","2767130","276710_ENT3","1","1","30"
"276710_ENT1_276710_KAR1_walkway_1","276710_ENT1","276710_KAR1","1","1","30"
"276710_ENT1_276710_DP1_walkway_1","276710_ENT1","276710_DP1","1","1","60"
"276710_ENT2_276710_DP1_elevator_1","276710_ENT2","276710_DP1","5","1","60"
"276710_DP1_276710_DP2_walkway_1","276710_DP1","276710_DP2","1","1","18"
"276710_DP2_276710_DP3_walkway_1","276710_DP2","276710_DP3","1","1","18"
"276710_DP3_276710_DP4_walkway_1","276710_DP3","276710_DP4","1","1","12"
"276710_DP4_276710_ENT4_elevator_1","276710_DP4","276710_ENT4","5","1","60"
"276710_DP4_276710_ENT3_walkway_1","276710_DP4","276710_ENT3","1","1","60"
"276710_ENT3_276710_KAR2_walkway_1","276710_ENT3","276710_KAR2","1","1","30"
"2767121_2767122_walkway_1","2767121","2767122","1","1","120"
"2767123_2767124_walkway_1","2767123","2767124","1","1","120"
"2766141_276610_DP2_stairs_1","2766141","276610_DP2","2","1","30"
"2766142_276610_DP2_stairs_1","2766142","276610_DP2","2","1","30"
"2766141_276610_DP2_elevator_1","2766141","276610_DP2","5","1","60"
"2766142_276610_DP2_elevator_1","2766142","276610_DP2","5","1","60"
"2766143_276610_DP3_stairs_1","2766143","276610_DP3","2","1","30"
"2766144_276610_DP3_stairs_1","2766144","276610_DP3","2","1","30"
"2766143_276610_DP3_elevator_1","2766143","276610_DP3","5","1","60"
"2766144_276610_DP3_elevator_1","2766144","276610_DP3","5","1","60"
"276613_276610_ENT3_walkway_1","276613","276610_ENT3","1","1","78"
"276613_276610_ENT4_walkway_1","276613","276610_ENT4","1","1","96"
"276610_ENT1_276610_DP5_walkway_1","276610_ENT1","276610_DP5","1","1","72"
"276610_ENT1_276610_DP1_stairs_1","276610_ENT1","276610_DP1","2","1","30"
"276610_ENT2_276610_DP5_walkway_1","276610_ENT2","276610_DP5","1","1","60"
"276610_ENT2_276610_DP1_elevator_1","276610_ENT2","276610_DP1","5","1","60"
"276610_DP1_276610_DP2_walkway_1","276610_DP1","276610_DP2","1","1","18"
"276610_DP2_276610_DP3_walkway_1","276610_DP2","276610_DP3","1","1","18"
"276610_DP3_276610_DP4_walkway_1","276610_DP3","276610_DP4","1","1","18"
"276610_DP4_276610_ENT3_stairs_1","276610_DP4","276610_ENT3","2","1","30"
"276610_DP4_276610_ENT4_elevator_1","276610_DP4","276610_ENT4","5","1","60"
"276610_DP5_276610_CCP1_elevator_1","276610_DP5","276610_CCP1","5","1","90"
"2766141_2766142_walkway_1","2766141","2766142","1","1","120"
"2766143_2766144_walkway_1","2766143","2766144","1","1","120"
"2770102_2770251_walkway_1","2770102","2770251","1","1","120"
"2770508_2770507_walkway_1","2770508","2770507","1","1","120"
"2760232_2760231_walkway_1","2760232","2760231","1","1","120"
"274727_274728_walkway_1","274727","274728","1","1","120"
"275076_275075_walkway_1","275076","275075","1","1","120"
"2166281_216610_ENT1_stairs_1","2166281","216610_ENT1","2","1","30"
"2166281_216610_ENT2_walkway_1","2166281","216610_ENT2","1","1","30"
"2166281_216610_DP1_stairs_1","2166281","216610_DP1","2","1","30"
"2166281_216610_DP1_elevator_1","2166281","216610_DP1","5","1","60"
"2166282_216610_ENT3_walkway_1","2166282","216610_ENT3","1","1","30"
"2166282_216610_ENT4_stairs_1","2166282","216610_ENT4","2","1","30"
"2166282_216610_DP2_stairs_1","2166282","216610_DP2","2","1","30"
"2166282_216610_DP2_elevator_1","2166282","216610_DP2","5","1","60"
"216643_216610_ENT1_walkway_1","216643","216610_ENT1","1","1","30"
"216643_216610_ENT2_walkway_1","216643","216610_ENT2","1","1","60"
"2166242_216610_ENT1_walkway_1","2166242","216610_ENT1","1","1","48"
"2166242_216610_ENT2_walkway_1","2166242","216610_ENT2","1","1","78"
"216610_DP1_216610_DP2_walkway_1","216610_DP1","216610_DP2","1","1","18"
"2166271_216620_ENT1_walkway_1","2166271","216620_ENT1","1","1","6"
"2166271_216620_DP1_elevator_1","2166271","216620_DP1","5","1","60"
"2166272_216620_DP2_elevator_1","2166272","216620_DP2","5","1","60"
"2166272_216620_DP2_walkway_1","2166272","216620_DP2","1","1","30"
"2166249_216620_ENT1_walkway_1","2166249","216620_ENT1","1","1","180"
"216685_216620_ENT1_walkway_1","216685","216620_ENT1","1","1","180"
"216674_216620_ENT2_walkway_1","216674","216620_ENT2","1","1","30"
"216672_216620_ENT1_walkway_1","216672","216620_ENT1","1","1","12"
"216671_216620_ENT1_walkway_1","216671","216620_ENT1","1","1","60"
"2166184_216620_ENT3_walkway_1","2166184","216620_ENT3","1","1","18"
"2166255_216620_ENT1_walkway_1","2166255","216620_ENT1","1","1","180"
"216620_ENT1_216620_ENT2_walkway_1","216620_ENT1","216620_ENT2","1","1","18"
"216620_ENT2_216620_DP1_walkway_1","216620_ENT2","216620_DP1","1","1","30"
"216620_ENT3_216620_ENT4_walkway_1","216620_ENT3","216620_ENT4","1","1","30"
"216620_ENT3_216620_DP3_stairs_1","216620_ENT3","216620_DP3","2","1","30"
"216620_ENT4_216620_DP3_elevator_1","216620_ENT4","216620_DP3","5","1","60"
"216620_DP1_216620_DP2_walkway_1","216620_DP1","216620_DP2","1","1","12"
"216620_DP2_216620_DP3_walkway_1","216620_DP2","216620_DP3","1","1","12"
"2166249_216685_walkway_1","2166249","216685","1","1","120"
"2170831_217010_ENT3_walkway_1","2170831","217010_ENT3","1","1","42"
"2170831_217010_DP1_walkway_1","2170831","217010_DP1","1","1","12"
"2170831_217010_DP2_walkway_1","2170831","217010_DP2","1","1","12"
"2170832_217010_DP4_stairs_1","2170832","217010_DP4","2","1","30"
"2170832_217010_DP4_elevator_1","2170832","217010_DP4","5","1","60"
"2170801_217010_ENT1_walkway_1","2170801","217010_ENT1","1","1","30"
"2170801_217010_ENT2_walkway_1","2170801","217010_ENT2","1","1","30"
"2170803_217010_ENT3_walkway_1","2170803","217010_ENT3","1","1","102"
"2170802_217010_ENT3_walkway_1","2170802","217010_ENT3","1","1","210"
"217010_ENT1_217010_DP2_stairs_1","217010_ENT1","217010_DP2","2","1","12"
"217010_ENT2_217010_DP1_elevator_1","217010_ENT2","217010_DP1","5","1","60"
"217010_DP1_217010_DP3_elevator_1","217010_DP1","217010_DP3","5","1","60"
"217010_DP2_217010_DP3_stairs_1","217010_DP2","217010_DP3","2","1","18"
"217010_DP3_217010_DP4_walkway_1","217010_DP3","217010_DP4","1","1","18"
"217010_DP4_217010_DP5_walkway_1","217010_DP4","217010_DP5","1","1","18"
"217010_DP5_217010_ENT4_stairs_1","217010_DP5","217010_ENT4","2","1","30"
"217010_DP5_217010_ENT5_elevator_1","217010_DP5","217010_ENT5","5","1","60"
"2170805_2170588_walkway_1","2170805","2170588","1","1","120"
"2113351_211310_DP8_escalator_1","2113351","211310_DP8","4","1","30"
"2113352_211310_DP8_escalator_1","2113352","211310_DP8","4","1","30"
"2113351_211310_DP9_stairs_1","2113351","211310_DP9","2","1","30"
"2113352_211310_DP9_stairs_1","2113352","211310_DP9","2","1","30"
"2113351_211310_DP7_stairs_1","2113351","211310_DP7","2","1","30"
"2113352_211310_DP7_stairs_1","2113352","211310_DP7","2","1","30"
"2113351_211310_DP6_elevator_1","2113351","211310_DP6","5","1","60"
"2113352_211310_DP6_elevator_1","2113352","211310_DP6","5","1","60"
"2113351_211310_DP6_escalator_1","2113351","211310_DP6","4","1","30"
"2113352_211310_DP6_escalator_1","2113352","211310_DP6","4","1","30"
"2113223_2113318_walkway_1","2113223","2113318","1","1","96"
"2113318_211310_ENT2_walkway_1","2113318","211310_ENT2","1","1","60"
"2113213_211310_ENT2_walkway_1","2113213","211310_ENT2","1","1","210"
"2113319_211310_ENT1_walkway_1","2113319","211310_ENT1","1","1","54"
"211343_211310_ENT1_walkway_1","211343","211310_ENT1","1","1","162"
"2113301_211310_ENT2_walkway_1","2113301","211310_ENT2","1","1","120"
"211310_ENT1_211310_DP2_elevator_1","211310_ENT1","211310_DP2","5","1","90"
"211310_ENT1_211310_DP1_escalator_1","211310_ENT1","211310_DP1","4","1","30"
"211310_ENT2_211310_DP4_elevator_1","211310_ENT2","211310_DP4","5","1","90"
"211310_ENT2_211310_DP3_escalator_1","211310_ENT2","211310_DP3","4","1","30"
"211310_DP1_211310_DP2_escalator_1","211310_DP1","211310_DP2","4","1","30"
"211310_DP2_211310_DP5_walkway_1","211310_DP2","211310_DP5","1","1","12"
"211310_DP3_211310_DP4_escalator_1","211310_DP3","211310_DP4","4","1","30"
"211310_DP4_211310_DP5_walkway_1","211310_DP4","211310_DP5","1","1","24"
"211310_DP5_211310_CNC_walkway_1","211310_DP5","211310_CNC","1","1","18"
"211310_CNC_211310_DP6_walkway_1","211310_CNC","211310_DP6","1","1","12"
"211310_CNC_211310_DP7_walkway_1","211310_CNC","211310_DP7","1","1","12"
"211310_CNC_211310_DP8_walkway_1","211310_CNC","211310_DP8","1","1","24"
"211310_CNC_211310_DP9_walkway_1","211310_CNC","211310_DP9","1","1","24"
"2113351_2113352_walkway_1","2113351","2113352","1","1","120"
"2113341_211340_DP9_stairs_1","2113341","211340_DP9","2","1","30"
"2113342_211340_DP9_stairs_1","2113342","211340_DP9","2","1","30"
"2113341_211340_DP7_stairs_1","2113341","211340_DP7","2","1","30"
"2113342_211340_DP7_stairs_1","2113342","211340_DP7","2","1","30"
"2113341_211340_DP6_elevator_1","2113341","211340_DP6","5","1","60"
"2113342_211340_DP6_elevator_1","2113342","211340_DP6","5","1","60"
"2113341_211340_DP6_escalator_1","2113341","211340_DP6","4","1","30"
"2113342_211340_DP6_escalator_1","2113342","211340_DP6","4","1","30"
"2113341_211340_DP8_escalator_1","2113341","211340_DP8","4","1","30"
"2113342_211340_DP8_escalator_1","2113342","211340_DP8","4","1","30"
"2113202_211340_ENT2_walkway_1","2113202","211340_ENT2","1","1","54"
"2113206_211340_ENT1_walkway_1","2113206","211340_ENT1","1","1","72"
"2113311_211340_ENT1_walkway_1","2113311","211340_ENT1","1","1","78"
"2113324_211340_ENT2_walkway_1","2113324","211340_ENT2","1","1","48"
"2113187_211340_ENT2_walkway_1","2113187","211340_ENT2","1","1","132"
"2113310_211340_ENT1_walkway_1","2113310","211340_ENT1","1","1","198"
"211340_ENT1_211340_DP2_elevator_1","211340_ENT1","211340_DP2","5","1","90"
"211340_ENT1_211340_DP1_escalator_1","211340_ENT1","211340_DP1","4","1","60"
"211340_ENT2_211340_DP4_elevator_1","211340_ENT2","211340_DP4","5","1","90"
"211340_ENT2_211340_DP3_escalator_1","211340_ENT2","211340_DP3","4","1","60"
"211340_DP1_211340_DP2_escalator_1","211340_DP1","211340_DP2","4","1","60"
"211340_DP2_211340_DP5_walkway_1","211340_DP2","211340_DP5","1","1","12"
"211340_DP3_211340_DP4_escalator_1","211340_DP3","211340_DP4","4","1","60"
"211340_DP4_211340_DP5_walkway_1","211340_DP4","211340_DP5","1","1","12"
"211340_DP5_211340_CNC_fare_gate_0","211340_DP5","211340_CNC","6","0","18"
"211340_CNC_211340_DP5_exit_gate_0","211340_CNC","211340_DP5","7","0","18"
"211340_CNC_211340_DP9_walkway_1","211340_CNC","211340_DP9","1","1","18"
"211340_CNC_211340_DP7_walkway_1","211340_CNC","211340_DP7","1","1","18"
"211340_CNC_211340_DP6_walkway_1","211340_CNC","211340_DP6","1","1","12"
"211340_CNC_211340_DP8_walkway_1","211340_CNC","211340_DP8","1","1","12"
"2113341_2113342_walkway_1","2113341","2113342","1","1","120"
"2150411_215020_DP8_stairs_1","2150411","215020_DP8","2","1","60"
"2150411_215020_DP8_escalator_1","2150411","215020_DP8","4","1","60"
"2150411_215020_DP13_stairs_1","2150411","215020_DP13","2","1","60"
"2150411_215020_DP13_elevator_1","2150411","215020_DP13","5","1","90"
"2150411_215020_DP4_elevator_1","2150411","215020_DP4","5","1","90"
"2150412_215020_DP9_stairs_1","2150412","215020_DP9","2","1","60"
"2150413_215020_DP9_stairs_1","2150413","215020_DP9","2","1","60"
"2150412_215020_DP9_escalator_1","2150412","215020_DP9","4","1","60"
"2150413_215020_DP9_escalator_1","2150413","215020_DP9","4","1","60"
"2150412_215020_DP12_stairs_1","2150412","215020_DP12","2","1","60"
"2150413_215020_DP12_stairs_1","2150413","215020_DP12","2","1","60"
"2150412_215020_DP12_escalator_1","2150412","215020_DP12","4","1","60"
"2150413_215020_DP12_escalator_1","2150413","215020_DP12","4","1","60"
"2150412_215020_DP12_elevator_1","2150412","215020_DP12","5","1","90"
"2150413_215020_DP12_elevator_1","2150413","215020_DP12","5","1","90"
"2150412_215020_DP5_elevator_1","2150412","215020_DP5","5","1","90"
"2150413_215020_DP5_elevator_1","2150413","215020_DP5","5","1","90"
"2150414_215020_DP14_stairs_1","2150414","215020_DP14","2","1","60"
"2150414_215020_DP14_elevator_1","2150414","215020_DP14","5","1","90"
"2150414_215020_DP10_stairs_1","2150414","215020_DP10","2","1","60"
"2150414_215020_DP10_escalator_1","2150414","215020_DP10","4","1","60"
"2150414_215020_DP6_elevator_1","2150414","215020_DP6","5","1","90"
"2150114_2150111_walkway_1","2150114","2150111","1","1","18"
"2150114_215020_ENT3_walkway_1","2150114","215020_ENT3","1","1","18"
"2150111_215020_ENT10_elevator_1","2150111","215020_ENT10","5","1","90"
"2150111_2150121_walkway_1","2150111","2150121","1","1","60"
"2150111_215020_ENT3_walkway_1","2150111","215020_ENT3","1","1","18"
"2150121_2150138_walkway_1","2150121","2150138","1","1","60"
"2150121_2150109_walkway_1","2150121","2150109","1","1","60"
"2150138_215020_ENT5_walkway_1","2150138","215020_ENT5","1","1","60"
"2150106_2150107_walkway_1","2150106","2150107","1","1","30"
"2150361_215020_ENT6_walkway_1","2150361","215020_ENT6","1","1","30"
"2150119_2150386_walkway_1","2150119","2150386","1","1","30"
"2150119_215020_ENT1_stairs_1","2150119","215020_ENT1","2","1","30"
"2150119_2150109_walkway_1","2150119","2150109","1","1","30"
"2150119_2150107_walkway_1","2150119","2150107","1","1","30"
"2150109_215020_ENT4_walkway_1","2150109","215020_ENT4","1","1","60"
"215020_ENT1_215020_KAR1_walkway_1","215020_ENT1","215020_KAR1","1","1","60"
"215020_ENT1_215020_KAR2_walkway_1","215020_ENT1","215020_KAR2","1","1","30"
"215020_ENT1_215020_TXI_walkway_1","215020_ENT1","215020_TXI","1","1","60"
"215020_ENT1_215020_CCP_walkway_1","215020_ENT1","215020_CCP","1","1","300"
"215020_ENT1_215020_DP15_stairs_1","215020_ENT1","215020_DP15","2","1","30"
"215020_ENT2_215020_DP1_walkway_1","215020_ENT2","215020_DP1","1","1","18"
"215020_ENT2_215020_DP15_walkway_1","215020_ENT2","215020_DP15","1","1","18"
"215020_ENT3_215020_DP1_escalator_1","215020_ENT3","215020_DP1","4","1","60"
"215020_ENT3_215020_DP1_stairs_1","215020_ENT3","215020_DP1","2","1","42"
"215020_ENT5_215020_DP11_stairs_1","215020_ENT5","215020_DP11","2","1","48"
"215020_ENT5_215020_DP11_elevator_1","215020_ENT5","215020_DP11","5","1","90"
"215020_ENT6_215020_DP3_stairs_1","215020_ENT6","215020_DP3","2","1","12"
"215020_ENT7_215020_DP3_elevator_1","215020_ENT7","215020_DP3","5","1","90"
"215020_ENT8_215020_DP3_walkway_1","215020_ENT8","215020_DP3","1","1","12"
"215020_ENT9_215020_DP11_stairs_1","215020_ENT9","215020_DP11","2","1","48"
"215020_ENT9_215020_DP11_elevator_1","215020_ENT9","215020_DP11","5","1","90"
"215020_DP1_215020_DP2_walkway_1","215020_DP1","215020_DP2","1","1","42"
"215020_DP2_215020_DP3_walkway_1","215020_DP2","215020_DP3","1","1","12"
"215020_DP2_215020_CNC1_fare_gate_0","215020_DP2","215020_CNC1","6","0","30"
"215020_CNC1_215020_DP2_exit_gate_0","215020_CNC1","215020_DP2","7","0","30"
"215020_CNC1_215020_DP4_walkway_1","215020_CNC1","215020_DP4","1","1","30"
"215020_CNC1_215020_DP5_walkway_1","215020_CNC1","215020_DP5","1","1","30"
"215020_CNC1_215020_DP6_walkway_1","215020_CNC1","215020_DP6","1","1","30"
"215020_CNC1_215020_DP8_walkway_1","215020_CNC1","215020_DP8","1","1","30"
"215020_CNC1_215020_DP9_walkway_1","215020_CNC1","215020_DP9","1","1","30"
"215020_CNC1_215020_DP10_walkway_1","215020_CNC1","215020_DP10","1","1","30"
"215020_DP11_215020_CNC2_fare_gate_0","215020_DP11","215020_CNC2","6","0","18"
"215020_CNC2_215020_DP11_exit_gate_0","215020_CNC2","215020_DP11","7","0","18"
"215020_CNC2_215020_DP12_walkway_1","215020_CNC2","215020_DP12","1","1","30"
"215020_CNC2_215020_DP13_walkway_1","215020_CNC2","215020_DP13","1","1","30"
"215020_CNC2_215020_DP14_walkway_1","215020_CNC2","215020_DP14","1","1","30"
"2150412_2150413_walkway_1","2150412","2150413","1","1","120"
"2147421_214710_DP3_stairs_1","2147421","214710_DP3","2","1","30"
"2147422_214710_DP3_stairs_1","2147422","214710_DP3","2","1","30"
"2147421_214710_DP3_elevator_1","2147421","214710_DP3","5","1","60"
"2147422_214710_DP3_elevator_1","2147422","214710_DP3","5","1","60"
"2147423_214710_DP2_stairs_1","2147423","214710_DP2","2","1","30"
"2147424_214710_DP2_stairs_1","2147424","214710_DP2","2","1","30"
"2147423_214710_DP2_elevator_1","2147423","214710_DP2","5","1","60"
"2147424_214710_DP2_elevator_1","2147424","214710_DP2","5","1","60"
"214732_214710_ENT3_walkway_1","214732","214710_ENT3","1","1","90"
"214732_214710_ENT4_walkway_1","214732","214710_ENT4","1","1","90"
"214733_214710_ENT3_walkway_1","214733","214710_ENT3","1","1","150"
"214733_214710_ENT4_walkway_1","214733","214710_ENT4","1","1","150"
"214710_ENT1_214710_KAR3_walkway_1","214710_ENT1","214710_KAR3","1","1","90"
"214710_ENT1_214710_TXI_walkway_1","214710_ENT1","214710_TXI","1","1","30"
"214710_ENT1_214710_KAR1_walkway_1","214710_ENT1","214710_KAR1","1","1","90"
"214710_ENT1_214710_KAR2_walkway_1","214710_ENT1","214710_KAR2","1","1","90"
"214710_ENT2_214710_KAR3_walkway_1","214710_ENT2","214710_KAR3","1","1","90"
"214710_ENT2_214710_DP1_elevator_1","214710_ENT2","214710_DP1","5","1","60"
"214710_ENT2_214710_TXI_walkway_1","214710_ENT2","214710_TXI","1","1","42"
"214710_ENT2_214710_KAR2_walkway_1","214710_ENT2","214710_KAR2","1","1","30"
"214710_ENT2_214710_KAR1_walkway_1","214710_ENT2","214710_KAR1","1","1","120"
"214710_DP1_214710_DP2_walkway_1","214710_DP1","214710_DP2","1","1","18"
"214710_DP2_214710_DP3_walkway_1","214710_DP2","214710_DP3","1","1","18"
"214710_DP3_214710_DP4_walkway_1","214710_DP3","214710_DP4","1","1","18"
"214710_DP4_214710_ENT3_walkway_1","214710_DP4","214710_ENT3","1","1","48"
"214710_DP4_214710_ENT4_elevator_1","214710_DP4","214710_ENT4","5","1","72"
"214710_ENT3_214710_CCP_walkway_1","214710_ENT3","214710_CCP","1","1","240"
"214710_ENT3_214710_LKR_walkway_1","214710_ENT3","214710_LKR","1","1","60"
"214710_ENT4_214710_LKR_walkway_1","214710_ENT4","214710_LKR","1","1","60"
"214710_ENT4_214710_CCP_walkway_1","214710_ENT4","214710_CCP","1","1","240"
"2147421_2147422_walkway_1","2147421","2147422","1","1","120"
"2147423_2147424_walkway_1","2147423","2147424","1","1","120"
"2763171_276310_DP4_stairs_1","2763171","276310_DP4","2","1","30"
"2763172_276310_DP4_stairs_1","2763172","276310_DP4","2","1","30"
"2763171_276310_DP2_elevator_1","2763171","276310_DP2","5","1","60"
"2763172_276310_DP2_elevator_1","2763172","276310_DP2","5","1","60"
"2763166_276310_ENT1_walkway_1","2763166","276310_ENT1","1","1","18"
"2763166_276310_ENT2_walkway_1","2763166","276310_ENT2","1","1","42"
"2763162_276310_ENT1_walkway_1","2763162","276310_ENT1","1","1","60"
"2763162_276310_ENT2_walkway_1","2763162","276310_ENT2","1","1","84"
"2763163_276310_ENT3_walkway_1","2763163","276310_ENT3","1","1","18"
"276310_ENT1_276310_DP1_stairs_1","276310_ENT1","276310_DP1","2","1","30"
"276310_ENT2_276310_DP1_elevator_1","276310_ENT2","276310_DP1","5","1","60"
"276310_DP1_276310_DP4_walkway_1","276310_DP1","276310_DP4","1","1","18"
"276310_DP1_276310_DP2_walkway_1","276310_DP1","276310_DP2","1","1","12"
"276310_DP2_276310_DP3_walkway_1","276310_DP2","276310_DP3","1","1","12"
"276310_DP3_276310_ENT3_stairs_1","276310_DP3","276310_ENT3","2","1","30"
"276310_DP3_276310_ENT3_elevator_1","276310_DP3","276310_ENT3","5","1","60"
"2763171_2763172_walkway_1","2763171","2763172","1","1","120"
"2762121_276220_DP2_stairs_1","2762121","276220_DP2","2","1","30"
"2762122_276220_DP2_stairs_1","2762122","276220_DP2","2","1","30"
"2762121_276220_DP2_elevator_1","2762121","276220_DP2","5","1","60"
"2762122_276220_DP2_elevator_1","2762122","276220_DP2","5","1","60"
"2762106_276220_ENT1_walkway_1","2762106","276220_ENT1","1","1","18"
"2762107_276220_ENT1_walkway_1","2762107","276220_ENT1","1","1","18"
"2762106_276220_ENT2_walkway_1","2762106","276220_ENT2","1","1","36"
"2762107_276220_ENT2_walkway_1","2762107","276220_ENT2","1","1","36"
"276220_ENT1_276220_CCP2_walkway_1","276220_ENT1","276220_CCP2","1","1","120"
"276220_ENT1_276220_CCP3_walkway_1","276220_ENT1","276220_CCP3","1","1","210"
"276220_ENT1_276220_CCP4_walkway_1","276220_ENT1","276220_CCP4","1","1","138"
"276220_ENT1_276220_KAR2_walkway_1","276220_ENT1","276220_KAR2","1","1","60"
"276220_ENT1_276220_SHD1_walkway_1","276220_ENT1","276220_SHD1","1","1","30"
"276220_ENT1_276220_DP1_stairs_1","276220_ENT1","276220_DP1","2","1","30"
"276220_ENT2_276220_CCP4_walkway_1","276220_ENT2","276220_CCP4","1","1","120"
"276220_ENT2_276220_CCP3_walkway_1","276220_ENT2","276220_CCP3","1","1","228"
"276220_ENT2_276220_CCP2_walkway_1","276220_ENT2","276220_CCP2","1","1","138"
"276220_ENT2_276220_KAR2_walkway_1","276220_ENT2","276220_KAR2","1","1","72"
"276220_ENT2_276220_SHD1_walkway_1","276220_ENT2","276220_SHD1","1","1","48"
"276220_ENT2_276220_DP1_elevator_1","276220_ENT2","276220_DP1","5","1","60"
"276220_DP1_276220_DP2_walkway_1","276220_DP1","276220_DP2","1","1","18"
"276220_DP2_276220_DP3_walkway_1","276220_DP2","276220_DP3","1","1","18"
"276220_DP3_276220_ENT3_stairs_1","276220_DP3","276220_ENT3","2","1","30"
"276220_DP3_276220_ENT4_elevator_1","276220_DP3","276220_ENT4","5","1","60"
"276220_ENT3_276220_KAR1_walkway_1","276220_ENT3","276220_KAR1","1","1","30"
"276220_ENT3_276220_CCP1_walkway_1","276220_ENT3","276220_CCP1","1","1","180"
"276220_ENT4_276220_KAR1_walkway_1","276220_ENT4","276220_KAR1","1","1","48"
"276220_ENT4_276220_CCP1_walkway_1","276220_ENT4","276220_CCP1","1","1","198"
"2762121_2762122_walkway_1","2762121","2762122","1","1","120"
"2762106_2762107_walkway_1","2762106","2762107","1","1","120"
"2765291_276510_ENT2_walkway_1","2765291","276510_ENT2","1","1","24"
